Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"100%AP","Team1: Schlafman, Alnaqbi, Fitzsimmons",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"4/3/2019","9.17","18.00","Circular","34.00","34.00","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0001"
"0.1400","0.0018","0.0001"
"0.2800","0.0108","0.0000"
"0.4200","0.0177","-0.0001"
"0.5600","0.0245","0.0000"
"0.7000","0.0317","0.0000"
"0.8400","0.0387","0.0000"
"0.9800","0.0458","0.0000"
"1.1200","0.0527","0.0002"
"1.2600","0.0595","-0.0001"
"1.4000","0.0667","0.0000"
"1.5400","0.0737","0.0002"
"1.6800","0.0808","-0.0001"
"1.8200","0.0878","-0.0001"
"1.9600","0.0946","0.0003"
"2.1000","0.1017","0.0003"
"2.2400","0.1087","-0.0001"
"2.3800","0.1157","0.0002"
"2.5200","0.1228","0.0000"
"2.6600","0.1296","0.0002"
"2.8000","0.1367","0.0001"
"2.9400","0.1438","0.0002"
"3.0800","0.1506","0.0000"
"3.2200","0.1577","0.0002"
"3.3600","0.1646","0.0002"
"3.5000","0.1718","0.0001"
"3.6400","0.1787","0.0005"
"3.7800","0.1855","0.0002"
"3.9200","0.1927","0.0003"
"4.0600","0.1997","0.0003"
"4.2000","0.2068","0.0002"
"4.3400","0.2138","0.0004"
"4.4800","0.2206","0.0003"
"4.6200","0.2277","0.0003"
"4.7600","0.2347","0.0004"
"4.9000","0.2417","0.0005"
"5.0400","0.2488","0.0005"
"5.1800","0.2556","0.0006"
"5.3200","0.2627","0.0006"
"5.4600","0.2698","0.0006"
"5.6000","0.2766","0.0006"
"5.7400","0.2837","0.0008"
"5.8800","0.2906","0.0006"
"6.0200","0.2978","0.0007"
"6.1600","0.3048","0.0007"
"6.3000","0.3115","0.0008"
"6.4400","0.3187","0.0005"
"6.5800","0.3256","0.0008"
"6.7200","0.3328","0.0008"
"6.8600","0.3398","0.0009"
"7.0000","0.3465","0.0009"
"7.1400","0.3536","0.0010"
"7.2800","0.3607","0.0010"
"7.4200","0.3678","0.0010"
"7.5600","0.3748","0.0010"
"7.7000","0.3816","0.0011"
"7.8400","0.3887","0.0011"
"7.9800","0.3957","0.0011"
"8.1200","0.4027","0.0010"
"8.2600","0.4097","0.0013"
"8.4000","0.4166","0.0011"
"8.5400","0.4238","0.0011"
"8.6800","0.4308","0.0011"
"8.8200","0.4376","0.0011"
"8.9600","0.4447","0.0014"
"9.1000","0.4517","0.0013"
"9.2400","0.4588","0.0014"
"9.3800","0.4658","0.0014"
"9.5200","0.4725","0.0013"
"9.6600","0.4796","0.0014"
"9.8000","0.4867","0.0014"
"9.9400","0.4938","0.0016"
"10.0800","0.5008","0.0013"
"10.2200","0.5076","0.0018"
"10.3600","0.5147","0.0015"
"10.5000","0.5217","0.0018"
"10.6400","0.5287","0.0016"
"10.7800","0.5358","0.0014"
"10.9200","0.5426","0.0017"
"11.0600","0.5497","0.0016"
"11.2000","0.5568","0.0017"
"11.3400","0.5637","0.0019"
"11.4800","0.5707","0.0019"
"11.6200","0.5776","0.0019"
"11.7600","0.5847","0.0017"
"11.9000","0.5918","0.0019"
"12.0400","0.5985","0.0021"
"12.1800","0.6057","0.0020"
"12.3200","0.6126","0.0021"
"12.4600","0.6198","0.0019"
"12.6000","0.6268","0.0021"
"12.7400","0.6335","0.0020"
"12.8800","0.6407","0.0021"
"13.0200","0.6477","0.0020"
"13.1600","0.6547","0.0024"
"13.3000","0.6618","0.0022"
"13.4400","0.6685","0.0023"
"13.5800","0.6758","0.0023"
"13.7200","0.6828","0.0024"
"13.8600","0.6897","0.0025"
"14.0000","0.6968","0.0024"
"14.1400","0.7036","0.0026"
"14.2800","0.7107","0.0026"
"14.4200","0.7177","0.0025"
"14.5600","0.7246","0.0027"
"14.7000","0.7317","0.0029"
"14.8400","0.7387","0.0027"
"14.9800","0.7458","0.0030"
"15.1200","0.7528","0.0030"
"15.2600","0.7596","0.0030"
"15.4000","0.7666","0.0031"
"15.5400","0.7737","0.0034"
"15.6800","0.7807","0.0033"
"15.8200","0.7878","0.0032"
"15.9600","0.7945","0.0034"
"16.1000","0.8017","0.0034"
"16.2400","0.8088","0.0036"
"16.3800","0.8158","0.0037"
"16.5200","0.8228","0.0037"
"16.6600","0.8296","0.0036"
"16.8000","0.8367","0.0037"
"16.9400","0.8438","0.0038"
"17.0800","0.8506","0.0038"
"17.2200","0.8578","0.0039"
"17.3600","0.8646","0.0041"
"17.5000","0.8718","0.0039"
"17.6400","0.8788","0.0039"
"17.7800","0.8855","0.0041"
"17.9200","0.8927","0.0041"
"18.0600","0.8996","0.0043"
"18.2000","0.9068","0.0043"
"18.3400","0.9138","0.0043"
"18.4800","0.9205","0.0043"
"18.6200","0.9277","0.0046"
"18.7600","0.9347","0.0046"
"18.9000","0.9417","0.0047"
"19.0400","0.9487","0.0047"
"19.1800","0.9556","0.0046"
"19.3200","0.9627","0.0052"
"19.4600","0.9697","0.0052"
"19.6000","0.9767","0.0052"
"19.7400","0.9838","0.0053"
"19.8800","0.9906","0.0054"
"20.0200","0.9978","0.0057"
"20.1600","1.0048","0.0057"
"20.3000","1.0116","0.0059"
"20.4400","1.0187","0.0059"
"20.5800","1.0256","0.0060"
"20.7200","1.0328","0.0063"
"20.8600","1.0398","0.0065"
