Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"70 Sugar 30 PDMS","David Shane, Maedini Jayaprakash, Sharif Abdelwahed",""

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0019"
"0.1400","0.0019","-0.0012"
"0.2800","0.0094","0.0021"
"0.4200","0.0169","0.0044"
"0.5600","0.0238","0.0066"
"0.7000","0.0310","0.0083"
"0.8400","0.0380","0.0101"
"0.9800","0.0447","0.0116"
"1.1200","0.0519","0.0130"
"1.2600","0.0589","0.0143"
"1.4000","0.0659","0.0157"
"1.5400","0.0730","0.0175"
"1.6800","0.0797","0.0186"
"1.8200","0.0869","0.0200"
"1.9600","0.0940","0.0214"
"2.1000","0.1009","0.0225"
"2.2400","0.1079","0.0241"
"2.3800","0.1148","0.0253"
"2.5200","0.1219","0.0267"
"2.6600","0.1289","0.0282"
"2.8000","0.1358","0.0293"
"2.9400","0.1429","0.0307"
"3.0800","0.1499","0.0322"
"3.2200","0.1570","0.0336"
"3.3600","0.1640","0.0349"
"3.5000","0.1708","0.0363"
"3.6400","0.1778","0.0377"
"3.7800","0.1848","0.0390"
"3.9200","0.1919","0.0406"
"4.0600","0.1990","0.0420"
"4.2000","0.2057","0.0434"
"4.3400","0.2129","0.0448"
"4.4800","0.2199","0.0464"
"4.6200","0.2270","0.0478"
"4.7600","0.2339","0.0491"
"4.9000","0.2408","0.0505"
"5.0400","0.2479","0.0518"
"5.1800","0.2549","0.0533"
"5.3200","0.2619","0.0546"
"5.4600","0.2690","0.0564"
"5.6000","0.2758","0.0575"
"5.7400","0.2830","0.0590"
"5.8800","0.2899","0.0603"
"6.0200","0.2967","0.0616"
"6.1600","0.3039","0.0631"
"6.3000","0.3108","0.0646"
"6.4400","0.3180","0.0663"
"6.5800","0.3250","0.0677"
"6.7200","0.3317","0.0689"
"6.8600","0.3389","0.0705"
"7.0000","0.3459","0.0718"
"7.1400","0.3530","0.0732"
"7.2800","0.3599","0.0746"
"7.4200","0.3668","0.0762"
"7.5600","0.3738","0.0777"
"7.7000","0.3809","0.0790"
"7.8400","0.3879","0.0803"
"7.9800","0.3950","0.0819"
"8.1200","0.4018","0.0835"
"8.2600","0.4089","0.0850"
