Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"70 sugar 30 PDMS","David Shane, Maedini Jayaprakash, Sharif Abdelwahed",""

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0004"
"0.1400","0.0019","0.0007"
"0.2800","0.0108","0.0030"
"0.4200","0.0177","0.0045"
"0.5600","0.0248","0.0058"
"0.7000","0.0318","0.0072"
"0.8400","0.0389","0.0083"
"0.9800","0.0459","0.0099"
"1.1200","0.0527","0.0111"
"1.2600","0.0598","0.0126"
"1.4000","0.0668","0.0139"
"1.5400","0.0739","0.0152"
"1.6800","0.0809","0.0167"
"1.8200","0.0877","0.0178"
"1.9600","0.0949","0.0192"
"2.1000","0.1018","0.0205"
"2.2400","0.1088","0.0217"
"2.3800","0.1159","0.0232"
"2.5200","0.1227","0.0244"
"2.6600","0.1300","0.0259"
"2.8000","0.1370","0.0275"
"2.9400","0.1437","0.0286"
"3.0800","0.1508","0.0302"
"3.2200","0.1578","0.0314"
"3.3600","0.1650","0.0328"
"3.5000","0.1719","0.0344"
"3.6400","0.1786","0.0353"
"3.7800","0.1858","0.0369"
"3.9200","0.1929","0.0384"
"4.0600","0.1999","0.0399"
"4.2000","0.2069","0.0412"
"4.3400","0.2137","0.0426"
"4.4800","0.2208","0.0443"
"4.6200","0.2278","0.0455"
"4.7600","0.2348","0.0468"
"4.9000","0.2419","0.0487"
"5.0400","0.2487","0.0498"
"5.1800","0.2559","0.0516"
"5.3200","0.2629","0.0531"
"5.4600","0.2698","0.0543"
"5.6000","0.2769","0.0561"
"5.7400","0.2837","0.0573"
"5.8800","0.2909","0.0590"
"6.0200","0.2979","0.0608"
"6.1600","0.3047","0.0621"
"6.3000","0.3119","0.0638"
"6.4400","0.3188","0.0655"
"6.5800","0.3259","0.0671"
"6.7200","0.3329","0.0686"
"6.8600","0.3396","0.0704"
"7.0000","0.3468","0.0719"
"7.1400","0.3538","0.0737"
"7.2800","0.3609","0.0754"
"7.4200","0.3679","0.0770"
"7.5600","0.3747","0.0789"
"7.7000","0.3818","0.0805"
"7.8400","0.3888","0.0823"
"7.9800","0.3958","0.0840"
"8.1200","0.4029","0.0859"
"8.2600","0.4098","0.0875"
