Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"40% PDMS and 60% AP","Kyle McGork, Ali Khalid, Michael Bopp",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"4/15/2019","70.61","18.71","Circular","40.41","40.41","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.1400","0.0020","-0.0002"
"0.2800","0.0097","0.0002"
"0.4200","0.0168","0.0003"
"0.5600","0.0239","0.0004"
"0.7000","0.0310","0.0004"
"0.8400","0.0377","0.0004"
"0.9800","0.0450","0.0002"
"1.1200","0.0519","0.0005"
"1.2600","0.0589","0.0007"
"1.4000","0.0660","0.0006"
"1.5400","0.0728","0.0006"
"1.6800","0.0800","0.0007"
"1.8200","0.0869","0.0010"
"1.9600","0.0938","0.0011"
"2.1000","0.1009","0.0010"
"2.2400","0.1079","0.0009"
"2.3800","0.1151","0.0011"
"2.5200","0.1220","0.0013"
"2.6600","0.1288","0.0014"
"2.8000","0.1359","0.0015"
"2.9400","0.1429","0.0017"
"3.0800","0.1500","0.0016"
"3.2200","0.1570","0.0019"
"3.3600","0.1638","0.0021"
"3.5000","0.1710","0.0021"
"3.6400","0.1780","0.0021"
"3.7800","0.1849","0.0021"
"3.9200","0.1920","0.0023"
"4.0600","0.1988","0.0025"
"4.2000","0.2059","0.0026"
"4.3400","0.2130","0.0026"
"4.4800","0.2198","0.0026"
"4.6200","0.2270","0.0027"
"4.7600","0.2339","0.0027"
"4.9000","0.2409","0.0028"
"5.0400","0.2479","0.0029"
"5.1800","0.2549","0.0030"
"5.3200","0.2619","0.0031"
"5.4600","0.2688","0.0033"
"5.6000","0.2760","0.0035"
"5.7400","0.2830","0.0035"
"5.8800","0.2898","0.0036"
"6.0200","0.2970","0.0035"
"6.1600","0.3039","0.0036"
"6.3000","0.3111","0.0038"
"6.4400","0.3180","0.0039"
"6.5800","0.3247","0.0039"
"6.7200","0.3319","0.0042"
"6.8600","0.3389","0.0041"
"7.0000","0.3460","0.0042"
"7.1400","0.3530","0.0043"
"7.2800","0.3598","0.0042"
"7.4200","0.3669","0.0046"
"7.5600","0.3740","0.0046"
"7.7000","0.3809","0.0049"
"7.8400","0.3879","0.0049"
"7.9800","0.3949","0.0052"
"8.1200","0.4020","0.0052"
"8.2600","0.4090","0.0052"
"8.4000","0.4158","0.0053"
"8.5400","0.4229","0.0057"
"8.6800","0.4299","0.0058"
"8.8200","0.4370","0.0058"
"8.9600","0.4440","0.0059"
"9.1000","0.4508","0.0061"
"9.2400","0.4579","0.0062"
"9.3800","0.4650","0.0063"
"9.5200","0.4720","0.0068"
"9.6600","0.4790","0.0068"
"9.8000","0.4858","0.0068"
"9.9400","0.4929","0.0071"
"10.0800","0.4999","0.0072"
"10.2200","0.5069","0.0073"
"10.3600","0.5140","0.0075"
"10.5000","0.5208","0.0076"
"10.6400","0.5280","0.0079"
"10.7800","0.5350","0.0079"
"10.9200","0.5418","0.0081"
"11.0600","0.5489","0.0080"
"11.2000","0.5559","0.0081"
"11.3400","0.5630","0.0086"
"11.4800","0.5700","0.0085"
"11.6200","0.5767","0.0086"
"11.7600","0.5839","0.0088"
"11.9000","0.5909","0.0087"
"12.0400","0.5980","0.0091"
"12.1800","0.6050","0.0092"
"12.3200","0.6118","0.0093"
