Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"Bisugar-Al 80%, PDMS 20%","just me",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"6/27/2019","65.14","18.29","Circular","45.30","45.30","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0001"
"0.1400","0.0017","0.0001"
"0.2800","0.0099","0.0019"
"0.4200","0.0169","0.0031"
"0.5600","0.0239","0.0044"
"0.7000","0.0309","0.0055"
"0.8400","0.0378","0.0067"
"0.9800","0.0449","0.0088"
"1.1200","0.0519","0.0109"
"1.2600","0.0588","0.0126"
"1.4000","0.0660","0.0144"
"1.5400","0.0728","0.0159"
"1.6800","0.0800","0.0175"
"1.8200","0.0870","0.0192"
"1.9600","0.0937","0.0207"
"2.1000","0.1009","0.0225"
"2.2400","0.1078","0.0248"
"2.3800","0.1150","0.0264"
"2.5200","0.1219","0.0267"
"2.6600","0.1287","0.0264"
"2.8000","0.1359","0.0267"
"2.9400","0.1429","0.0269"
"3.0800","0.1499","0.0271"
"3.2200","0.1569","0.0271"
"3.3600","0.1638","0.0276"
"3.5000","0.1708","0.0277"
"3.6400","0.1779","0.0281"
"3.7800","0.1848","0.0282"
"3.9200","0.1919","0.0280"
"4.0600","0.1988","0.0279"
"4.2000","0.2060","0.0279"
"4.3400","0.2129","0.0278"
"4.4800","0.2197","0.0275"
"4.6200","0.2268","0.0269"
"4.7600","0.2338","0.0268"
"4.9000","0.2410","0.0271"
"5.0400","0.2480","0.0268"
"5.1800","0.2547","0.0272"
"5.3200","0.2618","0.0271"
"5.4600","0.2689","0.0269"
"5.6000","0.2759","0.0268"
"5.7400","0.2830","0.0272"
"5.8800","0.2897","0.0270"
"6.0200","0.2969","0.0267"
"6.1600","0.3039","0.0270"
"6.3000","0.3109","0.0276"
"6.4400","0.3179","0.0276"
"6.5800","0.3248","0.0274"
"6.7200","0.3320","0.0270"
"6.8600","0.3389","0.0271"
"7.0000","0.3457","0.0270"
"7.1400","0.3529","0.0271"
"7.2800","0.3599","0.0269"
"7.4200","0.3670","0.0272"
"7.5600","0.3740","0.0275"
"7.7000","0.3808","0.0273"
"7.8400","0.3878","0.0275"
"7.9800","0.3948","0.0275"
"8.1200","0.4019","0.0282"
"8.2600","0.4090","0.0281"
"8.4000","0.4158","0.0287"
"8.5400","0.4228","0.0291"
"8.6800","0.4299","0.0290"
"8.8200","0.4369","0.0293"
"8.9600","0.4439","0.0323"
"9.1000","0.4508","0.0345"
"9.2400","0.4579","0.0366"
"9.3800","0.4649","0.0392"
"9.5200","0.4718","0.0412"
"9.6600","0.4789","0.0439"
"9.8000","0.4858","0.0462"
"9.9400","0.4930","0.0487"
"10.0800","0.5000","0.0511"
"10.2200","0.5068","0.0531"
"10.3600","0.5139","0.0555"
"10.5000","0.5208","0.0580"
"10.6400","0.5279","0.0601"
"10.7800","0.5350","0.0624"
"10.9200","0.5417","0.0642"
"11.0600","0.5489","0.0667"
"11.2000","0.5559","0.0686"
"11.3400","0.5629","0.0705"
"11.4800","0.5699","0.0728"
