Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"","",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
"4","4/6/2020","41.83","20.00","Circular","50.00","50.00","3.00"


Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0001"
"0.1400","0.0020","0.0005"
"0.2800","0.0096","0.0029"
"0.4200","0.0168","0.0048"
"0.5600","0.0239","0.0065"
"0.7000","0.0309","0.0080"
"0.8400","0.0377","0.0094"
"0.9800","0.0448","0.0108"
"1.1200","0.0519","0.0122"
"1.2600","0.0588","0.0134"
"1.4000","0.0659","0.0148"
"1.5400","0.0727","0.0161"
"1.6800","0.0798","0.0175"
"1.8200","0.0868","0.0188"
"1.9600","0.0938","0.0201"
"2.1000","0.1009","0.0216"
"2.2400","0.1078","0.0230"
"2.3800","0.1149","0.0244"
"2.5200","0.1219","0.0259"
"2.6600","0.1287","0.0272"
"2.8000","0.1358","0.0287"
"2.9400","0.1428","0.0302"
"3.0800","0.1499","0.0318"
"3.2200","0.1569","0.0333"
"3.3600","0.1636","0.0347"
"3.5000","0.1708","0.0362"
"3.6400","0.1778","0.0378"
"3.7800","0.1849","0.0394"
"3.9200","0.1919","0.0410"
"4.0600","0.1987","0.0424"
"4.2000","0.2058","0.0441"
"4.3400","0.2128","0.0457"
"4.4800","0.2198","0.0473"
"4.6200","0.2269","0.0491"
"4.7600","0.2338","0.0506"
"4.9000","0.2409","0.0523"
"5.0400","0.2478","0.0540"
"5.1800","0.2546","0.0555"
"5.3200","0.2618","0.0573"
"5.4600","0.2688","0.0590"
"5.6000","0.2759","0.0608"
"5.7400","0.2828","0.0625"
"5.8800","0.2896","0.0640"
"6.0200","0.2968","0.0659"
"6.1600","0.3038","0.0677"
"6.3000","0.3108","0.0694"
"6.4400","0.3179","0.0712"
"6.5800","0.3247","0.0728"
"6.7200","0.3318","0.0746"
"6.8600","0.3388","0.0765"
"7.0000","0.3458","0.0782"
"7.1400","0.3529","0.0801"
"7.2800","0.3597","0.0817"
"7.4200","0.3669","0.0836"
"7.5600","0.3739","0.0854"
"7.7000","0.3808","0.0871"
"7.8400","0.3878","0.0890"
"7.9800","0.3947","0.0908"
"8.1200","0.4019","0.0926"
"8.2600","0.4090","0.0945"
"8.4000","0.4157","0.0961"
"8.5400","0.4228","0.0980"
"8.6800","0.4297","0.0998"
"8.8200","0.4369","0.1017"
"8.9600","0.4439","0.1036"
"9.1000","0.4506","0.1052"
"9.2400","0.4578","0.1071"
"9.3800","0.4647","0.1089"
"9.5200","0.4719","0.1108"
"9.6600","0.4790","0.1128"
"9.8000","0.4857","0.1144"
"9.9400","0.4928","0.1163"
"10.0800","0.4997","0.1181"
"10.2200","0.5068","0.1199"
"10.3600","0.5139","0.1219"
"10.5000","0.5207","0.1236"
"10.6400","0.5279","0.1255"
"10.7800","0.5349","0.1274"
"10.9200","0.5418","0.1291"
"11.0600","0.5489","0.1311"
"11.2000","0.5558","0.1328"
"11.3400","0.5628","0.1348"
"11.4800","0.5699","0.1367"
