Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"60% AP and 40% PDMS","Maura Durkan
Murray Kim
Jake Verniel",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"4/16/2019","15.78","18.67","Circular","42.92","42.92","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0001"
"0.1400","0.0020","-0.0001"
"0.2800","0.0097","0.0001"
"0.4200","0.0170","0.0002"
"0.5600","0.0240","0.0001"
"0.7000","0.0308","0.0000"
"0.8400","0.0380","0.0001"
"0.9800","0.0450","0.0003"
"1.1200","0.0520","0.0003"
"1.2600","0.0590","0.0002"
"1.4000","0.0659","0.0002"
"1.5400","0.0730","0.0004"
"1.6800","0.0800","0.0003"
"1.8200","0.0869","0.0004"
"1.9600","0.0940","0.0004"
"2.1000","0.1010","0.0005"
"2.2400","0.1081","0.0004"
"2.3800","0.1150","0.0004"
"2.5200","0.1218","0.0006"
"2.6600","0.1290","0.0006"
"2.8000","0.1359","0.0008"
"2.9400","0.1430","0.0008"
"3.0800","0.1500","0.0006"
"3.2200","0.1568","0.0008"
"3.3600","0.1640","0.0009"
"3.5000","0.1709","0.0007"
"3.6400","0.1780","0.0009"
"3.7800","0.1851","0.0012"
"3.9200","0.1918","0.0010"
"4.0600","0.1989","0.0010"
"4.2000","0.2060","0.0011"
"4.3400","0.2130","0.0013"
"4.4800","0.2201","0.0013"
"4.6200","0.2269","0.0014"
"4.7600","0.2340","0.0013"
"4.9000","0.2410","0.0013"
"5.0400","0.2479","0.0015"
"5.1800","0.2549","0.0015"
"5.3200","0.2619","0.0018"
"5.4600","0.2691","0.0016"
"5.6000","0.2760","0.0015"
"5.7400","0.2828","0.0018"
"5.8800","0.2899","0.0017"
"6.0200","0.2969","0.0018"
"6.1600","0.3041","0.0020"
"6.3000","0.3111","0.0019"
"6.4400","0.3178","0.0022"
"6.5800","0.3249","0.0020"
"6.7200","0.3319","0.0022"
"6.8600","0.3390","0.0021"
"7.0000","0.3461","0.0022"
"7.1400","0.3528","0.0025"
"7.2800","0.3599","0.0026"
"7.4200","0.3670","0.0026"
"7.5600","0.3740","0.0025"
"7.7000","0.3810","0.0027"
"7.8400","0.3878","0.0030"
"7.9800","0.3950","0.0029"
"8.1200","0.4021","0.0031"
"8.2600","0.4090","0.0031"
"8.4000","0.4159","0.0033"
"8.5400","0.4229","0.0033"
"8.6800","0.4300","0.0036"
"8.8200","0.4371","0.0035"
"8.9600","0.4438","0.0034"
"9.1000","0.4509","0.0037"
"9.2400","0.4579","0.0040"
"9.3800","0.4651","0.0038"
"9.5200","0.4721","0.0041"
"9.6600","0.4788","0.0040"
"9.8000","0.4860","0.0041"
"9.9400","0.4930","0.0044"
"10.0800","0.4999","0.0043"
"10.2200","0.5070","0.0045"
"10.3600","0.5139","0.0043"
"10.5000","0.5211","0.0047"
"10.6400","0.5281","0.0047"
"10.7800","0.5349","0.0049"
"10.9200","0.5420","0.0049"
"11.0600","0.5489","0.0051"
"11.2000","0.5560","0.0051"
"11.3400","0.5630","0.0052"
"11.4800","0.5698","0.0052"
"11.6200","0.5769","0.0054"
"11.7600","0.5840","0.0055"
"11.9000","0.5911","0.0056"
"12.0400","0.5980","0.0057"
"12.1800","0.6048","0.0059"
"12.3200","0.6119","0.0060"
"12.4600","0.6190","0.0062"
"12.6000","0.6259","0.0061"
"12.7400","0.6330","0.0064"
"12.8800","0.6398","0.0065"
"13.0200","0.6470","0.0066"
"13.1600","0.6540","0.0067"
"13.3000","0.6609","0.0066"
"13.4400","0.6680","0.0067"
"13.5800","0.6749","0.0069"
"13.7200","0.6820","0.0072"
"13.8600","0.6890","0.0072"
"14.0000","0.6959","0.0073"
"14.1400","0.7030","0.0075"
"14.2800","0.7099","0.0076"
"14.4200","0.7171","0.0077"
"14.5600","0.7240","0.0078"
"14.7000","0.7308","0.0080"
"14.8400","0.7379","0.0081"
"14.9800","0.7449","0.0083"
"15.1200","0.7520","0.0085"
"15.2600","0.7590","0.0084"
"15.4000","0.7658","0.0087"
"15.5400","0.7730","0.0087"
"15.6800","0.7800","0.0088"
"15.8200","0.7870","0.0091"
"15.9600","0.7940","0.0093"
"16.1000","0.8009","0.0095"
"16.2400","0.8080","0.0096"
"16.3800","0.8150","0.0095"
"16.5200","0.8219","0.0097"
"16.6600","0.8290","0.0098"
"16.8000","0.8360","0.0100"
"16.9400","0.8431","0.0101"
"17.0800","0.8500","0.0105"
"17.2200","0.8568","0.0106"
"17.3600","0.8639","0.0109"
"17.5000","0.8710","0.0110"
"17.6400","0.8780","0.0110"
"17.7800","0.8851","0.0112"
"17.9200","0.8918","0.0113"
"18.0600","0.8989","0.0116"
"18.2000","0.9060","0.0117"
"18.3400","0.9130","0.0119"
