Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"","",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
"4","4/6/2020","28.17","20.00","Circular","50.00","50.00","3.00"


Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0001"
"0.1400","0.0018","0.0003"
"0.2800","0.0095","0.0019"
"0.4200","0.0168","0.0032"
"0.5600","0.0238","0.0044"
"0.7000","0.0310","0.0056"
"0.8400","0.0380","0.0066"
"0.9800","0.0448","0.0076"
"1.1200","0.0518","0.0086"
"1.2600","0.0589","0.0097"
"1.4000","0.0659","0.0108"
"1.5400","0.0730","0.0118"
"1.6800","0.0797","0.0128"
"1.8200","0.0869","0.0139"
"1.9600","0.0939","0.0150"
"2.1000","0.1009","0.0160"
"2.2400","0.1080","0.0171"
"2.3800","0.1148","0.0181"
"2.5200","0.1219","0.0192"
"2.6600","0.1289","0.0204"
"2.8000","0.1358","0.0214"
"2.9400","0.1430","0.0226"
"3.0800","0.1499","0.0237"
"3.2200","0.1570","0.0248"
"3.3600","0.1639","0.0260"
"3.5000","0.1707","0.0271"
"3.6400","0.1779","0.0283"
"3.7800","0.1848","0.0295"
"3.9200","0.1919","0.0307"
"4.0600","0.1990","0.0319"
"4.2000","0.2058","0.0330"
"4.3400","0.2129","0.0343"
"4.4800","0.2199","0.0355"
"4.6200","0.2269","0.0367"
"4.7600","0.2339","0.0379"
"4.9000","0.2408","0.0391"
"5.0400","0.2479","0.0404"
"5.1800","0.2549","0.0416"
"5.3200","0.2618","0.0428"
"5.4600","0.2689","0.0441"
"5.6000","0.2759","0.0454"
"5.7400","0.2830","0.0467"
"5.8800","0.2900","0.0479"
"6.0200","0.2967","0.0491"
"6.1600","0.3039","0.0504"
"6.3000","0.3109","0.0517"
"6.4400","0.3179","0.0530"
"6.5800","0.3250","0.0543"
"6.7200","0.3318","0.0555"
"6.8600","0.3389","0.0569"
"7.0000","0.3459","0.0582"
"7.1400","0.3529","0.0595"
"7.2800","0.3600","0.0608"
"7.4200","0.3668","0.0621"
"7.5600","0.3739","0.0634"
"7.7000","0.3809","0.0647"
"7.8400","0.3878","0.0660"
"7.9800","0.3950","0.0673"
"8.1200","0.4018","0.0686"
"8.2600","0.4090","0.0700"
"8.4000","0.4159","0.0712"
"8.5400","0.4227","0.0724"
"8.6800","0.4299","0.0739"
"8.8200","0.4369","0.0751"
"8.9600","0.4440","0.0765"
"9.1000","0.4510","0.0778"
"9.2400","0.4577","0.0790"
"9.3800","0.4648","0.0803"
"9.5200","0.4719","0.0816"
"9.6600","0.4789","0.0830"
"9.8000","0.4859","0.0843"
"9.9400","0.4928","0.0855"
"10.0800","0.4998","0.0868"
"10.2200","0.5069","0.0881"
"10.3600","0.5138","0.0894"
"10.5000","0.5209","0.0907"
"10.6400","0.5278","0.0919"
"10.7800","0.5349","0.0932"
"10.9200","0.5419","0.0945"
"11.0600","0.5488","0.0957"
"11.2000","0.5559","0.0970"
"11.3400","0.5629","0.0983"
"11.4800","0.5700","0.0996"
