Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"70% AP 30 %PDMS","Patrick Anzalone Emily Cleland Mitchell Mann",""

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0002"
"0.1400","0.0021","-0.0001"
"0.2800","0.0094","0.0004"
"0.4200","0.0168","0.0005"
"0.5600","0.0239","0.0006"
"0.7000","0.0308","0.0011"
"0.8400","0.0379","0.0014"
"0.9800","0.0449","0.0013"
"1.1200","0.0518","0.0017"
"1.2600","0.0588","0.0019"
"1.4000","0.0658","0.0022"
"1.5400","0.0729","0.0023"
"1.6800","0.0799","0.0025"
"1.8200","0.0868","0.0024"
"1.9600","0.0939","0.0026"
"2.1000","0.1009","0.0028"
"2.2400","0.1080","0.0029"
"2.3800","0.1150","0.0031"
"2.5200","0.1217","0.0032"
"2.6600","0.1289","0.0033"
"2.8000","0.1359","0.0038"
"2.9400","0.1429","0.0040"
"3.0800","0.1500","0.0041"
"3.2200","0.1567","0.0042"
"3.3600","0.1639","0.0045"
"3.5000","0.1709","0.0047"
"3.6400","0.1779","0.0049"
"3.7800","0.1850","0.0052"
"3.9200","0.1918","0.0054"
"4.0600","0.1989","0.0056"
"4.2000","0.2060","0.0057"
"4.3400","0.2128","0.0060"
"4.4800","0.2199","0.0063"
"4.6200","0.2269","0.0066"
"4.7600","0.2340","0.0069"
"4.9000","0.2410","0.0072"
"5.0400","0.2477","0.0076"
"5.1800","0.2549","0.0078"
"5.3200","0.2619","0.0081"
"5.4600","0.2690","0.0082"
"5.6000","0.2760","0.0086"
"5.7400","0.2828","0.0088"
"5.8800","0.2898","0.0091"
"6.0200","0.2969","0.0097"
"6.1600","0.3039","0.0097"
"6.3000","0.3109","0.0101"
"6.4400","0.3178","0.0103"
"6.5800","0.3249","0.0108"
"6.7200","0.3320","0.0112"
"6.8600","0.3388","0.0114"
"7.0000","0.3459","0.0118"
"7.1400","0.3529","0.0121"
"7.2800","0.3599","0.0125"
"7.4200","0.3669","0.0128"
"7.5600","0.3737","0.0132"
"7.7000","0.3809","0.0136"
"7.8400","0.3879","0.0139"
"7.9800","0.3950","0.0142"
"8.1200","0.4020","0.0147"
"8.2600","0.4088","0.0148"
"8.4000","0.4159","0.0155"
"8.5400","0.4229","0.0156"
"8.6800","0.4299","0.0161"
"8.8200","0.4370","0.0164"
"8.9600","0.4437","0.0167"
"9.1000","0.4510","0.0172"
"9.2400","0.4580","0.0175"
"9.3800","0.4648","0.0179"
"9.5200","0.4719","0.0186"
"9.6600","0.4788","0.0188"
"9.8000","0.4860","0.0191"
"9.9400","0.4929","0.0198"
"10.0800","0.4997","0.0200"
"10.2200","0.5069","0.0206"
"10.3600","0.5139","0.0206"
"10.5000","0.5210","0.0215"
"10.6400","0.5280","0.0218"
"10.7800","0.5347","0.0223"
"10.9200","0.5418","0.0226"
"11.0600","0.5489","0.0232"
"11.2000","0.5560","0.0234"
"11.3400","0.5629","0.0242"
"11.4800","0.5698","0.0245"
"11.6200","0.5769","0.0251"
"11.7600","0.5840","0.0256"
"11.9000","0.5909","0.0260"
"12.0400","0.5979","0.0266"
"12.1800","0.6048","0.0272"
"12.3200","0.6119","0.0275"
"12.4600","0.6189","0.0282"
"12.6000","0.6258","0.0287"
"12.7400","0.6329","0.0292"
"12.8800","0.6399","0.0298"
"13.0200","0.6469","0.0302"
"13.1600","0.6539","0.0306"
"13.3000","0.6608","0.0314"
"13.4400","0.6679","0.0319"
"13.5800","0.6748","0.0324"
"13.7200","0.6820","0.0329"
"13.8600","0.6890","0.0335"
"14.0000","0.6958","0.0341"
"14.1400","0.7029","0.0346"
"14.2800","0.7099","0.0353"
"14.4200","0.7170","0.0358"
"14.5600","0.7240","0.0365"
"14.7000","0.7308","0.0370"
"14.8400","0.7379","0.0376"
"14.9800","0.7449","0.0383"
"15.1200","0.7519","0.0387"
"15.2600","0.7590","0.0393"
"15.4000","0.7658","0.0400"
"15.5400","0.7729","0.0406"
"15.6800","0.7799","0.0412"
"15.8200","0.7868","0.0418"
"15.9600","0.7938","0.0425"
"16.1000","0.8009","0.0431"
"16.2400","0.8080","0.0437"
"16.3800","0.8150","0.0443"
"16.5200","0.8217","0.0450"
"16.6600","0.8289","0.0458"
"16.8000","0.8359","0.0463"
"16.9400","0.8429","0.0470"
"17.0800","0.8500","0.0477"
"17.2200","0.8567","0.0482"
"17.3600","0.8639","0.0489"
