Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"60% Bimodal Sugar, 40% PDMS","Brandon, Reid, Dylan",""

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.1400","0.0020","-0.0001"
"0.2800","0.0108","0.0000"
"0.4200","0.0177","-0.0001"
"0.5600","0.0248","0.0001"
"0.7000","0.0317","0.0002"
"0.8400","0.0388","0.0000"
"0.9800","0.0459","0.0003"
"1.1200","0.0527","0.0003"
"1.2600","0.0599","0.0000"
"1.4000","0.0668","0.0002"
"1.5400","0.0739","0.0003"
"1.6800","0.0809","0.0003"
"1.8200","0.0876","0.0005"
"1.9600","0.0948","0.0004"
"2.1000","0.1018","0.0004"
"2.2400","0.1089","0.0005"
"2.3800","0.1159","0.0004"
"2.5200","0.1227","0.0003"
"2.6600","0.1298","0.0005"
"2.8000","0.1368","0.0005"
"2.9400","0.1438","0.0006"
"3.0800","0.1508","0.0005"
"3.2200","0.1577","0.0006"
"3.3600","0.1648","0.0007"
"3.5000","0.1718","0.0008"
"3.6400","0.1787","0.0010"
"3.7800","0.1858","0.0009"
"3.9200","0.1928","0.0009"
"4.0600","0.1999","0.0009"
"4.2000","0.2068","0.0010"
"4.3400","0.2136","0.0011"
"4.4800","0.2209","0.0009"
"4.6200","0.2278","0.0013"
"4.7600","0.2349","0.0011"
"4.9000","0.2419","0.0010"
"5.0400","0.2487","0.0015"
"5.1800","0.2558","0.0013"
"5.3200","0.2628","0.0014"
"5.4600","0.2698","0.0013"
"5.6000","0.2769","0.0015"
"5.7400","0.2837","0.0014"
"5.8800","0.2909","0.0016"
"6.0200","0.2978","0.0016"
"6.1600","0.3047","0.0017"
"6.3000","0.3118","0.0018"
"6.4400","0.3187","0.0019"
"6.5800","0.3259","0.0020"
"6.7200","0.3328","0.0020"
"6.8600","0.3396","0.0021"
"7.0000","0.3468","0.0021"
"7.1400","0.3538","0.0023"
"7.2800","0.3609","0.0023"
"7.4200","0.3679","0.0025"
"7.5600","0.3747","0.0025"
"7.7000","0.3817","0.0025"
"7.8400","0.3888","0.0026"
"7.9800","0.3959","0.0028"
"8.1200","0.4029","0.0030"
"8.2600","0.4097","0.0032"
"8.4000","0.4168","0.0031"
"8.5400","0.4239","0.0033"
"8.6800","0.4308","0.0034"
"8.8200","0.4378","0.0035"
"8.9600","0.4447","0.0036"
"9.1000","0.4518","0.0039"
"9.2400","0.4589","0.0041"
"9.3800","0.4656","0.0041"
"9.5200","0.4728","0.0044"
"9.6600","0.4798","0.0046"
"9.8000","0.4869","0.0049"
"9.9400","0.4939","0.0051"
"10.0800","0.5006","0.0052"
"10.2200","0.5077","0.0054"
"10.3600","0.5148","0.0054"
"10.5000","0.5219","0.0058"
"10.6400","0.5289","0.0057"
"10.7800","0.5357","0.0060"
"10.9200","0.5428","0.0063"
"11.0600","0.5498","0.0065"
"11.2000","0.5568","0.0066"
"11.3400","0.5638","0.0069"
"11.4800","0.5707","0.0072"
"11.6200","0.5779","0.0074"
"11.7600","0.5848","0.0079"
"11.9000","0.5917","0.0079"
"12.0400","0.5988","0.0081"
"12.1800","0.6058","0.0083"
"12.3200","0.6129","0.0085"
"12.4600","0.6198","0.0088"
"12.6000","0.6267","0.0090"
"12.7400","0.6338","0.0095"
"12.8800","0.6408","0.0097"
"13.0200","0.6478","0.0099"
"13.1600","0.6549","0.0101"
"13.3000","0.6617","0.0105"
"13.4400","0.6688","0.0106"
"13.5800","0.6758","0.0110"
"13.7200","0.6828","0.0113"
"13.8600","0.6899","0.0115"
"14.0000","0.6967","0.0120"
"14.1400","0.7038","0.0124"
"14.2800","0.7109","0.0123"
"14.4200","0.7178","0.0125"
"14.5600","0.7249","0.0129"
"14.7000","0.7317","0.0133"
"14.8400","0.7388","0.0136"
"14.9800","0.7458","0.0137"
"15.1200","0.7527","0.0141"
"15.2600","0.7598","0.0142"
"15.4000","0.7667","0.0146"
"15.5400","0.7739","0.0152"
"15.6800","0.7809","0.0154"
"15.8200","0.7877","0.0156"
"15.9600","0.7948","0.0160"
"16.1000","0.8018","0.0163"
"16.2400","0.8089","0.0167"
"16.3800","0.8159","0.0168"
"16.5200","0.8226","0.0170"
"16.6600","0.8298","0.0177"
"16.8000","0.8369","0.0177"
"16.9400","0.8438","0.0183"
"17.0800","0.8509","0.0186"
"17.2200","0.8577","0.0191"
"17.3600","0.8648","0.0191"
"17.5000","0.8718","0.0195"
"17.6400","0.8788","0.0199"
"17.7800","0.8858","0.0199"
"17.9200","0.8927","0.0205"
"18.0600","0.8999","0.0208"
"18.2000","0.9070","0.0212"
"18.3400","0.9137","0.0215"
"18.4800","0.9207","0.0218"
"18.6200","0.9277","0.0222"
"18.7600","0.9349","0.0224"
"18.9000","0.9420","0.0229"
"19.0400","0.9486","0.0231"
"19.1800","0.9557","0.0236"
"19.3200","0.9628","0.0237"
"19.4600","0.9699","0.0242"
"19.6000","0.9769","0.0245"
"19.7400","0.9836","0.0250"
"19.8800","0.9907","0.0253"
"20.0200","0.9978","0.0257"
"20.1600","1.0048","0.0258"
"20.3000","1.0119","0.0265"
"20.4400","1.0187","0.0267"
"20.5800","1.0259","0.0270"
"20.7200","1.0329","0.0272"
"20.8600","1.0397","0.0278"
"21.0000","1.0468","0.0280"
"21.1400","1.0537","0.0284"
"21.2800","1.0609","0.0288"
"21.4200","1.0678","0.0290"
"21.5600","1.0746","0.0295"
"21.7000","1.0818","0.0298"
"21.8400","1.0888","0.0301"
"21.9800","1.0959","0.0304"
"22.1200","1.1029","0.0310"
"22.2600","1.1097","0.0310"
"22.4000","1.1167","0.0315"
"22.5400","1.1238","0.0320"
"22.6800","1.1308","0.0322"
"22.8200","1.1379","0.0328"
"22.9600","1.1448","0.0330"
"23.1000","1.1518","0.0335"
"23.2400","1.1588","0.0339"
"23.3800","1.1657","0.0342"
"23.5200","1.1728","0.0345"
"23.6600","1.1797","0.0350"
"23.8000","1.1869","0.0351"
"23.9400","1.1939","0.0358"
"24.0800","1.2007","0.0360"
"24.2200","1.2078","0.0365"
"24.3600","1.2148","0.0369"
"24.5000","1.2219","0.0371"
"24.6400","1.2289","0.0375"
"24.7800","1.2356","0.0378"
"24.9200","1.2428","0.0383"
"25.0600","1.2498","0.0387"
"25.2000","1.2569","0.0390"
"25.3400","1.2639","0.0392"
"25.4800","1.2707","0.0398"
"25.6200","1.2779","0.0400"
"25.7600","1.2848","0.0405"
"25.9000","1.2918","0.0409"
"26.0400","1.2989","0.0412"
"26.1800","1.3057","0.0417"
"26.3200","1.3129","0.0420"
"26.4600","1.3199","0.0427"
"26.6000","1.3267","0.0430"
"26.7400","1.3338","0.0432"
"26.8800","1.3408","0.0438"
"27.0200","1.3479","0.0440"
"27.1600","1.3549","0.0443"
"27.3000","1.3617","0.0447"
"27.4400","1.3688","0.0450"
"27.5800","1.3758","0.0456"
"27.7200","1.3829","0.0460"
"27.8600","1.3899","0.0464"
"28.0000","1.3967","0.0469"
"28.1400","1.4038","0.0472"
"28.2800","1.4108","0.0475"
"28.4200","1.4178","0.0479"
"28.5600","1.4249","0.0484"
"28.7000","1.4317","0.0487"
"28.8400","1.4388","0.0491"
"28.9800","1.4459","0.0495"
"29.1200","1.4528","0.0498"
"29.2600","1.4599","0.0502"
"29.4000","1.4667","0.0508"
"29.5400","1.4738","0.0511"
"29.6800","1.4809","0.0515"
"29.8200","1.4877","0.0518"
"29.9600","1.4949","0.0524"
"30.1000","1.5018","0.0528"
"30.2400","1.5089","0.0531"
"30.3800","1.5159","0.0535"
"30.5200","1.5226","0.0540"
"30.6600","1.5298","0.0543"
"30.8000","1.5368","0.0549"
"30.9400","1.5438","0.0554"
"31.0800","1.5509","0.0556"
"31.2200","1.5577","0.0560"
"31.3600","1.5648","0.0563"
"31.5000","1.5718","0.0567"
"31.6400","1.5788","0.0575"
"31.7800","1.5858","0.0575"
"31.9200","1.5927","0.0582"
"32.0600","1.5998","0.0586"
"32.2000","1.6069","0.0589"
"32.3400","1.6138","0.0593"
"32.4800","1.6208","0.0598"
"32.6200","1.6278","0.0602"
"32.7600","1.6349","0.0606"
"32.9000","1.6419","0.0610"
"33.0400","1.6487","0.0613"
"33.1800","1.6558","0.0617"
"33.3200","1.6628","0.0622"
"33.4600","1.6699","0.0627"
"33.6000","1.6769","0.0630"
"33.7400","1.6837","0.0635"
"33.8800","1.6907","0.0639"
"34.0200","1.6978","0.0643"
"34.1600","1.7048","0.0648"
"34.3000","1.7119","0.0652"
"34.4400","1.7187","0.0655"
"34.5800","1.7258","0.0658"
"34.7200","1.7328","0.0663"
"34.8600","1.7398","0.0669"
"35.0000","1.7469","0.0673"
"35.1400","1.7538","0.0675"
"35.2800","1.7609","0.0682"
"35.4200","1.7678","0.0686"
"35.5600","1.7746","0.0691"
"35.7000","1.7818","0.0695"
"35.8400","1.7888","0.0700"
"35.9800","1.7959","0.0703"
"36.1200","1.8029","0.0707"
"36.2600","1.8097","0.0712"
"36.4000","1.8168","0.0716"
"36.5400","1.8238","0.0720"
"36.6800","1.8308","0.0724"
"36.8200","1.8378","0.0728"
"36.9600","1.8447","0.0733"
"37.1000","1.8518","0.0739"
"37.2400","1.8588","0.0744"
"37.3800","1.8658","0.0745"
"37.5200","1.8728","0.0749"
"37.6600","1.8798","0.0754"
"37.8000","1.8869","0.0757"
"37.9400","1.8938","0.0766"
"38.0800","1.9007","0.0766"
"38.2200","1.9078","0.0772"
"38.3600","1.9148","0.0779"
"38.5000","1.9219","0.0782"
"38.6400","1.9289","0.0786"
"38.7800","1.9357","0.0790"
"38.9200","1.9428","0.0796"
"39.0600","1.9498","0.0799"
"39.2000","1.9568","0.0802"
"39.3400","1.9639","0.0807"
"39.4800","1.9707","0.0812"
"39.6200","1.9778","0.0817"
"39.7600","1.9848","0.0820"
"39.9000","1.9918","0.0825"
"40.0400","1.9989","0.0829"
"40.1800","2.0057","0.0833"
"40.3200","2.0129","0.0839"
"40.4600","2.0198","0.0844"
"40.6000","2.0267","0.0846"
"40.7400","2.0338","0.0852"
"40.8800","2.0408","0.0856"
"41.0200","2.0479","0.0863"
"41.1600","2.0549","0.0866"
"41.3000","2.0617","0.0871"
"41.4400","2.0687","0.0874"
"41.5800","2.0758","0.0879"
"41.7200","2.0829","0.0883"
"41.8600","2.0899","0.0889"
"42.0000","2.0967","0.0894"
"42.1400","2.1038","0.0896"
"42.2800","2.1109","0.0903"
"42.4200","2.1178","0.0906"
"42.5600","2.1249","0.0908"
"42.7000","2.1317","0.0914"
"42.8400","2.1388","0.0918"
"42.9800","2.1458","0.0923"
"43.1200","2.1527","0.0927"
"43.2600","2.1599","0.0933"
"43.4000","2.1667","0.0938"
"43.5400","2.1738","0.0942"
"43.6800","2.1808","0.0946"
"43.8200","2.1877","0.0951"
"43.9600","2.1948","0.0955"
"44.1000","2.2017","0.0957"
"44.2400","2.2088","0.0964"
"44.3800","2.2159","0.0969"
"44.5200","2.2227","0.0975"
"44.6600","2.2298","0.0980"
"44.8000","2.2368","0.0983"
"44.9400","2.2439","0.0987"
"45.0800","2.2509","0.0991"
"45.2200","2.2577","0.0997"
"45.3600","2.2648","0.1000"
"45.5000","2.2718","0.1006"
"45.6400","2.2788","0.1009"
"45.7800","2.2859","0.1016"
"45.9200","2.2927","0.1018"
"46.0600","2.2998","0.1024"
"46.2000","2.3068","0.1029"
"46.3400","2.3137","0.1034"
"46.4800","2.3208","0.1037"
"46.6200","2.3277","0.1045"
"46.7600","2.3349","0.1047"
"46.9000","2.3419","0.1053"
"47.0400","2.3487","0.1054"
"47.1800","2.3558","0.1060"
"47.3200","2.3628","0.1064"
"47.4600","2.3699","0.1071"
"47.6000","2.3769","0.1075"
"47.7400","2.3836","0.1079"
"47.8800","2.3908","0.1083"
"48.0200","2.3979","0.1088"
"48.1600","2.4048","0.1093"
"48.3000","2.4119","0.1098"
"48.4400","2.4187","0.1105"
"48.5800","2.4258","0.1106"
"48.7200","2.4328","0.1112"
"48.8600","2.4397","0.1117"
"49.0000","2.4468","0.1120"
"49.1400","2.4537","0.1125"
"49.2800","2.4609","0.1128"
"49.4200","2.4679","0.1137"
"49.5600","2.4747","0.1139"
"49.7000","2.4818","0.1144"
"49.8400","2.4888","0.1149"
"49.9800","2.4959","0.1152"
"50.1200","2.5029","0.1157"
"50.2600","2.5096","0.1165"
"50.4000","2.5168","0.1166"
"50.5400","2.5238","0.1174"
"50.6800","2.5310","0.1177"
"50.8200","2.5379","0.1182"
"50.9600","2.5446","0.1185"
"51.1000","2.5518","0.1191"
"51.2400","2.5589","0.1195"
"51.3800","2.5658","0.1200"
"51.5200","2.5728","0.1207"
"51.6600","2.5797","0.1211"
"51.8000","2.5869","0.1215"
"51.9400","2.5939","0.1220"
"52.0800","2.6007","0.1225"
"52.2200","2.6078","0.1230"
"52.3600","2.6147","0.1233"
"52.5000","2.6219","0.1237"
"52.6400","2.6289","0.1242"
"52.7800","2.6356","0.1247"
"52.9200","2.6428","0.1252"
"53.0600","2.6498","0.1257"
"53.2000","2.6569","0.1262"
"53.3400","2.6639","0.1265"
"53.4800","2.6707","0.1270"
"53.6200","2.6778","0.1277"
"53.7600","2.6848","0.1279"
"53.9000","2.6918","0.1284"
"54.0400","2.6989","0.1289"
"54.1800","2.7057","0.1294"
"54.3200","2.7128","0.1299"
"54.4600","2.7198","0.1303"
"54.6000","2.7268","0.1311"
"54.7400","2.7339","0.1313"
"54.8800","2.7407","0.1316"
"55.0200","2.7479","0.1321"
"55.1600","2.7548","0.1328"
"55.3000","2.7617","0.1333"
"55.4400","2.7688","0.1336"
"55.5800","2.7758","0.1340"
"55.7200","2.7829","0.1344"
"55.8600","2.7899","0.1350"
"56.0000","2.7967","0.1354"
"56.1400","2.8037","0.1359"
"56.2800","2.8108","0.1365"
"56.4200","2.8179","0.1369"
"56.5600","2.8249","0.1374"
"56.7000","2.8317","0.1380"
"56.8400","2.8388","0.1383"
"56.9800","2.8458","0.1388"
"57.1200","2.8528","0.1395"
"57.2600","2.8599","0.1399"
"57.4000","2.8667","0.1402"
"57.5400","2.8739","0.1407"
"57.6800","2.8809","0.1413"
"57.8200","2.8878","0.1417"
"57.9600","2.8948","0.1420"
"58.1000","2.9018","0.1426"
"58.2400","2.9089","0.1432"
"58.3800","2.9159","0.1436"
"58.5200","2.9227","0.1443"
"58.6600","2.9297","0.1444"
"58.8000","2.9367","0.1451"
"58.9400","2.9439","0.1456"
"59.0800","2.9509","0.1460"
"59.2200","2.9577","0.1464"
"59.3600","2.9648","0.1469"
"59.5000","2.9718","0.1472"
"59.6400","2.9789","0.1478"
"59.7800","2.9859","0.1482"
"59.9200","2.9927","0.1489"
"60.0600","2.9999","0.1493"
"60.2000","3.0069","0.1497"
"60.3400","3.0138","0.1500"
"60.4800","3.0208","0.1505"
"60.6200","3.0277","0.1511"
"60.7600","3.0349","0.1517"
"60.9000","3.0418","0.1522"
"61.0400","3.0487","0.1524"
"61.1800","3.0558","0.1532"
"61.3200","3.0628","0.1535"
"61.4600","3.0699","0.1538"
"61.6000","3.0769","0.1544"
"61.7400","3.0836","0.1549"
"61.8800","3.0908","0.1553"
"62.0200","3.0978","0.1558"
"62.1600","3.1048","0.1565"
"62.3000","3.1119","0.1568"
"62.4400","3.1186","0.1571"
"62.5800","3.1258","0.1577"
"62.7200","3.1329","0.1583"
"62.8600","3.1398","0.1588"
"63.0000","3.1469","0.1592"
"63.1400","3.1537","0.1595"
"63.2800","3.1608","0.1601"
"63.4200","3.1678","0.1606"
"63.5600","3.1748","0.1610"
"63.7000","3.1819","0.1617"
"63.8400","3.1888","0.1620"
"63.9800","3.1959","0.1625"
"64.1200","3.2029","0.1630"
"64.2600","3.2096","0.1635"
"64.4000","3.2168","0.1639"
"64.5400","3.2237","0.1644"
"64.6800","3.2309","0.1648"
"64.8200","3.2378","0.1651"
"64.9600","3.2447","0.1656"
"65.1000","3.2518","0.1663"
"65.2400","3.2588","0.1668"
"65.3800","3.2658","0.1670"
"65.5200","3.2729","0.1675"
"65.6600","3.2797","0.1679"
"65.8000","3.2868","0.1685"
"65.9400","3.2938","0.1691"
"66.0800","3.3008","0.1694"
"66.2200","3.3079","0.1700"
"66.3600","3.3148","0.1706"
"66.5000","3.3219","0.1708"
"66.6400","3.3289","0.1713"
"66.7800","3.3357","0.1717"
"66.9200","3.3428","0.1722"
