Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"100% AP","Team1: Schlafman, Alnaqbi, Fitzsimmons",""

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0002"
"0.1400","0.0019","0.0000"
"0.2800","0.0103","-0.0001"
"0.4200","0.0172","0.0000"
"0.5600","0.0243","0.0001"
"0.7000","0.0313","-0.0001"
"0.8400","0.0382","0.0001"
"0.9800","0.0454","0.0000"
"1.1200","0.0523","0.0003"
"1.2600","0.0594","-0.0001"
"1.4000","0.0664","0.0001"
"1.5400","0.0733","0.0001"
"1.6800","0.0804","0.0002"
"1.8200","0.0873","0.0001"
"1.9600","0.0944","0.0002"
"2.1000","0.1014","0.0002"
"2.2400","0.1083","0.0004"
"2.3800","0.1153","0.0004"
"2.5200","0.1223","0.0002"
"2.6600","0.1293","0.0004"
"2.8000","0.1364","0.0001"
"2.9400","0.1432","0.0004"
"3.0800","0.1503","0.0004"
"3.2200","0.1573","0.0002"
"3.3600","0.1643","0.0003"
"3.5000","0.1714","0.0005"
"3.6400","0.1782","0.0002"
"3.7800","0.1854","0.0004"
"3.9200","0.1924","0.0005"
"4.0600","0.1993","0.0005"
"4.2000","0.2064","0.0004"
"4.3400","0.2132","0.0008"
"4.4800","0.2204","0.0005"
"4.6200","0.2275","0.0006"
"4.7600","0.2342","0.0007"
"4.9000","0.2414","0.0006"
"5.0400","0.2483","0.0005"
"5.1800","0.2554","0.0005"
"5.3200","0.2624","0.0008"
"5.4600","0.2692","0.0008"
"5.6000","0.2763","0.0006"
"5.7400","0.2833","0.0009"
"5.8800","0.2903","0.0010"
"6.0200","0.2974","0.0011"
"6.1600","0.3042","0.0010"
"6.3000","0.3114","0.0009"
"6.4400","0.3184","0.0010"
"6.5800","0.3253","0.0010"
"6.7200","0.3323","0.0012"
"6.8600","0.3393","0.0012"
"7.0000","0.3464","0.0012"
"7.1400","0.3534","0.0011"
"7.2800","0.3602","0.0012"
"7.4200","0.3674","0.0011"
"7.5600","0.3743","0.0011"
"7.7000","0.3814","0.0013"
"7.8400","0.3884","0.0012"
"7.9800","0.3952","0.0013"
"8.1200","0.4023","0.0013"
"8.2600","0.4093","0.0016"
"8.4000","0.4163","0.0013"
"8.5400","0.4234","0.0016"
"8.6800","0.4302","0.0015"
"8.8200","0.4373","0.0015"
"8.9600","0.4443","0.0015"
"9.1000","0.4513","0.0016"
"9.2400","0.4584","0.0014"
"9.3800","0.4652","0.0017"
"9.5200","0.4724","0.0018"
"9.6600","0.4793","0.0020"
"9.8000","0.4862","0.0018"
"9.9400","0.4934","0.0020"
"10.0800","0.5003","0.0019"
"10.2200","0.5075","0.0019"
"10.3600","0.5144","0.0017"
"10.5000","0.5211","0.0023"
"10.6400","0.5283","0.0021"
"10.7800","0.5354","0.0023"
"10.9200","0.5424","0.0022"
"11.0600","0.5494","0.0023"
"11.2000","0.5562","0.0024"
"11.3400","0.5633","0.0025"
"11.4800","0.5704","0.0024"
"11.6200","0.5773","0.0026"
"11.7600","0.5844","0.0025"
"11.9000","0.5913","0.0026"
"12.0400","0.5983","0.0026"
"12.1800","0.6054","0.0029"
"12.3200","0.6122","0.0029"
"12.4600","0.6194","0.0030"
"12.6000","0.6263","0.0031"
"12.7400","0.6334","0.0031"
"12.8800","0.6404","0.0032"
"13.0200","0.6472","0.0031"
"13.1600","0.6544","0.0032"
"13.3000","0.6613","0.0034"
"13.4400","0.6684","0.0036"
"13.5800","0.6754","0.0035"
"13.7200","0.6822","0.0038"
"13.8600","0.6893","0.0037"
"14.0000","0.6963","0.0037"
"14.1400","0.7033","0.0037"
"14.2800","0.7104","0.0038"
"14.4200","0.7172","0.0041"
"14.5600","0.7244","0.0040"
"14.7000","0.7314","0.0041"
"14.8400","0.7383","0.0042"
"14.9800","0.7454","0.0042"
"15.1200","0.7522","0.0045"
"15.2600","0.7594","0.0043"
"15.4000","0.7663","0.0046"
"15.5400","0.7732","0.0044"
"15.6800","0.7804","0.0050"
"15.8200","0.7873","0.0048"
"15.9600","0.7945","0.0051"
"16.1000","0.8014","0.0050"
"16.2400","0.8082","0.0051"
"16.3800","0.8153","0.0051"
"16.5200","0.8223","0.0056"
"16.6600","0.8294","0.0054"
"16.8000","0.8364","0.0056"
"16.9400","0.8432","0.0059"
"17.0800","0.8504","0.0058"
"17.2200","0.8574","0.0059"
"17.3600","0.8643","0.0060"
"17.5000","0.8714","0.0062"
"17.6400","0.8782","0.0064"
"17.7800","0.8854","0.0064"
"17.9200","0.8924","0.0064"
"18.0600","0.8992","0.0066"
"18.2000","0.9063","0.0067"
"18.3400","0.9133","0.0070"
"18.4800","0.9204","0.0073"
"18.6200","0.9274","0.0073"
"18.7600","0.9341","0.0073"
"18.9000","0.9413","0.0075"
"19.0400","0.9483","0.0078"
"19.1800","0.9554","0.0077"
"19.3200","0.9624","0.0078"
"19.4600","0.9692","0.0079"
"19.6000","0.9764","0.0082"
"19.7400","0.9834","0.0086"
"19.8800","0.9904","0.0086"
"20.0200","0.9974","0.0087"
"20.1600","1.0042","0.0086"
"20.3000","1.0114","0.0089"
"20.4400","1.0184","0.0092"
"20.5800","1.0253","0.0094"
"20.7200","1.0324","0.0094"
"20.8600","1.0393","0.0098"
"21.0000","1.0464","0.0098"
"21.1400","1.0534","0.0099"
"21.2800","1.0602","0.0102"
"21.4200","1.0673","0.0103"
"21.5600","1.0743","0.0108"
"21.7000","1.0814","0.0108"
"21.8400","1.0884","0.0108"
