Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"","",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"4/3/2019","13.99","18.03","Circular","41.43","41.43","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0001"
"0.1400","0.0020","0.0002"
"0.2800","0.0104","0.0002"
"0.4200","0.0176","0.0004"
"0.5600","0.0244","0.0004"
"0.7000","0.0314","0.0003"
"0.8400","0.0385","0.0006"
"0.9800","0.0456","0.0008"
"1.1200","0.0526","0.0006"
"1.2600","0.0594","0.0007"
"1.4000","0.0665","0.0008"
"1.5400","0.0735","0.0008"
"1.6800","0.0805","0.0013"
"1.8200","0.0876","0.0012"
"1.9600","0.0944","0.0013"
"2.1000","0.1016","0.0013"
"2.2400","0.1086","0.0014"
"2.3800","0.1154","0.0015"
"2.5200","0.1225","0.0016"
"2.6600","0.1295","0.0016"
"2.8000","0.1366","0.0019"
"2.9400","0.1436","0.0019"
"3.0800","0.1504","0.0019"
"3.2200","0.1575","0.0019"
"3.3600","0.1645","0.0021"
"3.5000","0.1717","0.0023"
"3.6400","0.1785","0.0023"
"3.7800","0.1853","0.0025"
"3.9200","0.1926","0.0024"
"4.0600","0.1996","0.0029"
"4.2000","0.2066","0.0028"
"4.3400","0.2135","0.0028"
"4.4800","0.2204","0.0030"
"4.6200","0.2276","0.0030"
"4.7600","0.2346","0.0031"
"4.9000","0.2414","0.0032"
"5.0400","0.2485","0.0034"
"5.1800","0.2555","0.0033"
"5.3200","0.2626","0.0034"
"5.4600","0.2696","0.0035"
"5.6000","0.2763","0.0035"
"5.7400","0.2835","0.0036"
"5.8800","0.2905","0.0038"
"6.0200","0.2976","0.0040"
"6.1600","0.3045","0.0040"
"6.3000","0.3114","0.0043"
"6.4400","0.3186","0.0041"
"6.5800","0.3256","0.0043"
"6.7200","0.3326","0.0042"
"6.8600","0.3396","0.0048"
"7.0000","0.3464","0.0048"
"7.1400","0.3535","0.0050"
"7.2800","0.3605","0.0053"
"7.4200","0.3674","0.0053"
"7.5600","0.3746","0.0053"
"7.7000","0.3814","0.0057"
"7.8400","0.3886","0.0056"
"7.9800","0.3956","0.0057"
"8.1200","0.4024","0.0059"
"8.2600","0.4095","0.0061"
"8.4000","0.4165","0.0063"
"8.5400","0.4236","0.0064"
"8.6800","0.4306","0.0065"
"8.8200","0.4373","0.0068"
"8.9600","0.4445","0.0068"
"9.1000","0.4515","0.0070"
"9.2400","0.4586","0.0073"
"9.3800","0.4657","0.0075"
"9.5200","0.4724","0.0075"
"9.6600","0.4795","0.0078"
"9.8000","0.4865","0.0079"
"9.9400","0.4935","0.0081"
"10.0800","0.5006","0.0083"
"10.2200","0.5075","0.0085"
"10.3600","0.5146","0.0086"
"10.5000","0.5216","0.0087"
"10.6400","0.5284","0.0087"
"10.7800","0.5356","0.0091"
"10.9200","0.5424","0.0092"
"11.0600","0.5496","0.0093"
"11.2000","0.5566","0.0094"
"11.3400","0.5633","0.0099"
"11.4800","0.5705","0.0100"
