Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"BiSugar 80-20 PDMS","just me",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"6/25/2019","47.44","18.79","Circular","45.75","45.75","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0002"
"0.1400","0.0017","0.0003"
"0.2800","0.0104","0.0004"
"0.4200","0.0175","0.0005"
"0.5600","0.0246","0.0005"
"0.7000","0.0314","0.0005"
"0.8400","0.0386","0.0005"
"0.9800","0.0455","0.0010"
"1.1200","0.0527","0.0019"
"1.2600","0.0596","0.0028"
"1.4000","0.0663","0.0033"
"1.5400","0.0735","0.0041"
"1.6800","0.0805","0.0050"
"1.8200","0.0876","0.0056"
"1.9600","0.0946","0.0067"
"2.1000","0.1014","0.0072"
"2.2400","0.1085","0.0080"
"2.3800","0.1156","0.0092"
"2.5200","0.1226","0.0098"
"2.6600","0.1296","0.0109"
"2.8000","0.1364","0.0120"
"2.9400","0.1435","0.0130"
"3.0800","0.1506","0.0143"
"3.2200","0.1575","0.0156"
"3.3600","0.1646","0.0171"
"3.5000","0.1715","0.0186"
"3.6400","0.1786","0.0200"
"3.7800","0.1856","0.0214"
"3.9200","0.1924","0.0228"
"4.0600","0.1995","0.0242"
"4.2000","0.2065","0.0257"
"4.3400","0.2136","0.0266"
"4.4800","0.2207","0.0276"
"4.6200","0.2275","0.0288"
"4.7600","0.2345","0.0298"
"4.9000","0.2415","0.0311"
"5.0400","0.2485","0.0321"
"5.1800","0.2557","0.0324"
"5.3200","0.2624","0.0326"
"5.4600","0.2695","0.0326"
"5.6000","0.2765","0.0325"
"5.7400","0.2835","0.0326"
"5.8800","0.2906","0.0326"
"6.0200","0.2975","0.0325"
"6.1600","0.3046","0.0326"
"6.3000","0.3115","0.0324"
"6.4400","0.3184","0.0323"
"6.5800","0.3256","0.0325"
"6.7200","0.3325","0.0325"
"6.8600","0.3397","0.0324"
"7.0000","0.3466","0.0326"
"7.1400","0.3534","0.0326"
"7.2800","0.3605","0.0327"
"7.4200","0.3675","0.0328"
"7.5600","0.3746","0.0327"
"7.7000","0.3816","0.0328"
"7.8400","0.3884","0.0326"
"7.9800","0.3955","0.0327"
"8.1200","0.4026","0.0326"
"8.2600","0.4095","0.0324"
"8.4000","0.4166","0.0327"
"8.5400","0.4235","0.0325"
"8.6800","0.4306","0.0326"
"8.8200","0.4376","0.0326"
"8.9600","0.4444","0.0326"
"9.1000","0.4516","0.0326"
"9.2400","0.4585","0.0328"
"9.3800","0.4657","0.0328"
"9.5200","0.4726","0.0329"
"9.6600","0.4794","0.0329"
"9.8000","0.4865","0.0330"
"9.9400","0.4935","0.0330"
"10.0800","0.5006","0.0331"
"10.2200","0.5076","0.0330"
"10.3600","0.5144","0.0331"
"10.5000","0.5215","0.0331"
"10.6400","0.5285","0.0332"
"10.7800","0.5356","0.0332"
"10.9200","0.5426","0.0333"
"11.0600","0.5494","0.0333"
"11.2000","0.5566","0.0332"
"11.3400","0.5635","0.0332"
"11.4800","0.5705","0.0333"
"11.6200","0.5776","0.0334"
"11.7600","0.5845","0.0335"
"11.9000","0.5916","0.0338"
"12.0400","0.5986","0.0340"
"12.1800","0.6055","0.0341"
"12.3200","0.6125","0.0344"
"12.4600","0.6195","0.0346"
"12.6000","0.6266","0.0347"
"12.7400","0.6336","0.0347"
"12.8800","0.6405","0.0351"
"13.0200","0.6475","0.0353"
"13.1600","0.6546","0.0365"
"13.3000","0.6616","0.0372"
"13.4400","0.6686","0.0378"
"13.5800","0.6754","0.0388"
"13.7200","0.6825","0.0408"
"13.8600","0.6895","0.0426"
"14.0000","0.6965","0.0445"
"14.1400","0.7036","0.0460"
"14.2800","0.7104","0.0475"
"14.4200","0.7176","0.0491"
"14.5600","0.7246","0.0504"
"14.7000","0.7314","0.0519"
"14.8400","0.7386","0.0536"
"14.9800","0.7455","0.0549"
"15.1200","0.7526","0.0565"
"15.2600","0.7596","0.0580"
"15.4000","0.7664","0.0594"
"15.5400","0.7736","0.0609"
"15.6800","0.7806","0.0625"
"15.8200","0.7877","0.0642"
"15.9600","0.7945","0.0652"
"16.1000","0.8013","0.0669"
"16.2400","0.8086","0.0686"
"16.3800","0.8155","0.0701"
"16.5200","0.8226","0.0718"
"16.6600","0.8296","0.0733"
"16.8000","0.8365","0.0750"
"16.9400","0.8435","0.0762"
"17.0800","0.8505","0.0780"
"17.2200","0.8575","0.0797"
"17.3600","0.8645","0.0809"
"17.5000","0.8715","0.0828"
"17.6400","0.8786","0.0846"
"17.7800","0.8856","0.0862"
"17.9200","0.8924","0.0876"
"18.0600","0.8995","0.0894"
"18.2000","0.9065","0.0909"
"18.3400","0.9136","0.0925"
