Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"","",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"11/6/2019","62.73","18.82","Circular","44.61","44.61","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0002"
"0.1400","0.0019","0.0010"
"0.2800","0.0110","0.0059"
"0.4200","0.0181","0.0087"
"0.5600","0.0248","0.0112"
"0.7000","0.0319","0.0139"
"0.8400","0.0389","0.0162"
"0.9800","0.0460","0.0185"
"1.1200","0.0531","0.0209"
"1.2600","0.0598","0.0229"
"1.4000","0.0669","0.0253"
"1.5400","0.0740","0.0277"
"1.6800","0.0810","0.0299"
"1.8200","0.0880","0.0324"
"1.9600","0.0949","0.0344"
"2.1000","0.1021","0.0369"
"2.2400","0.1090","0.0392"
"2.3800","0.1158","0.0414"
"2.5200","0.1230","0.0438"
"2.6600","0.1299","0.0462"
"2.8000","0.1371","0.0487"
"2.9400","0.1441","0.0512"
"3.0800","0.1508","0.0535"
"3.2200","0.1579","0.0557"
"3.3600","0.1650","0.0583"
"3.5000","0.1720","0.0610"
"3.6400","0.1791","0.0636"
"3.7800","0.1858","0.0660"
"3.9200","0.1929","0.0685"
"4.0600","0.2000","0.0714"
"4.2000","0.2070","0.0739"
"4.3400","0.2140","0.0767"
"4.4800","0.2209","0.0791"
"4.6200","0.2280","0.0822"
"4.7600","0.2350","0.0851"
"4.9000","0.2419","0.0875"
"5.0400","0.2490","0.0904"
"5.1800","0.2559","0.0932"
"5.3200","0.2630","0.0960"
"5.4600","0.2701","0.0988"
"5.6000","0.2769","0.1012"
"5.7400","0.2840","0.1040"
"5.8800","0.2909","0.1066"
"6.0200","0.2980","0.1093"
"6.1600","0.3051","0.1118"
"6.3000","0.3118","0.1139"
"6.4400","0.3190","0.1163"
"6.5800","0.3260","0.1187"
"6.7200","0.3330","0.1207"
"6.8600","0.3400","0.1229"
"7.0000","0.3468","0.1247"
"7.1400","0.3540","0.1266"
"7.2800","0.3609","0.1284"
"7.4200","0.3679","0.1301"
"7.5600","0.3750","0.1317"
"7.7000","0.3819","0.1336"
"7.8400","0.3890","0.1349"
"7.9800","0.3960","0.1364"
"8.1200","0.4029","0.1375"
"8.2600","0.4100","0.1391"
"8.4000","0.4169","0.1407"
"8.5400","0.4240","0.1420"
"8.6800","0.4310","0.1431"
"8.8200","0.4379","0.1442"
"8.9600","0.4450","0.1456"
"9.1000","0.4520","0.1470"
"9.2400","0.4590","0.1480"
"9.3800","0.4660","0.1494"
"9.5200","0.4728","0.1501"
"9.6600","0.4799","0.1512"
"9.8000","0.4870","0.1526"
"9.9400","0.4939","0.1535"
"10.0800","0.5011","0.1546"
"10.2200","0.5079","0.1556"
"10.3600","0.5150","0.1567"
"10.5000","0.5219","0.1575"
"10.6400","0.5289","0.1583"
"10.7800","0.5360","0.1594"
"10.9200","0.5429","0.1604"
"11.0600","0.5500","0.1613"
"11.2000","0.5570","0.1623"
"11.3400","0.5639","0.1630"
"11.4800","0.5710","0.1640"
