Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"60%AP 40%PDMS","",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"4/17/2019","72.84","17.51","Circular","39.04","39.04","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0001","0.0000"
"0.1400","0.0022","-0.0001"
"0.2800","0.0107","-0.0001"
"0.4200","0.0177","0.0002"
"0.5600","0.0248","0.0002"
"0.7000","0.0317","0.0001"
"0.8400","0.0387","0.0003"
"0.9800","0.0458","0.0002"
"1.1200","0.0527","0.0004"
"1.2600","0.0598","0.0006"
"1.4000","0.0668","0.0007"
"1.5400","0.0737","0.0006"
"1.6800","0.0808","0.0005"
"1.8200","0.0878","0.0006"
"1.9600","0.0949","0.0008"
"2.1000","0.1019","0.0007"
"2.2400","0.1088","0.0008"
"2.3800","0.1158","0.0009"
"2.5200","0.1227","0.0009"
"2.6600","0.1298","0.0009"
"2.8000","0.1370","0.0010"
"2.9400","0.1437","0.0010"
"3.0800","0.1508","0.0010"
"3.2200","0.1578","0.0009"
"3.3600","0.1648","0.0012"
"3.5000","0.1719","0.0012"
"3.6400","0.1787","0.0012"
"3.7800","0.1858","0.0013"
"3.9200","0.1928","0.0014"
"4.0600","0.1997","0.0015"
"4.2000","0.2068","0.0015"
"4.3400","0.2137","0.0016"
"4.4800","0.2209","0.0016"
"4.6200","0.2279","0.0017"
"4.7600","0.2347","0.0017"
"4.9000","0.2417","0.0016"
"5.0400","0.2487","0.0017"
"5.1800","0.2559","0.0018"
"5.3200","0.2629","0.0019"
"5.4600","0.2698","0.0017"
"5.6000","0.2768","0.0020"
"5.7400","0.2838","0.0020"
"5.8800","0.2908","0.0021"
"6.0200","0.2979","0.0022"
"6.1600","0.3047","0.0022"
"6.3000","0.3117","0.0023"
"6.4400","0.3188","0.0026"
"6.5800","0.3257","0.0022"
"6.7200","0.3328","0.0023"
"6.8600","0.3397","0.0024"
"7.0000","0.3468","0.0024"
"7.1400","0.3539","0.0026"
"7.2800","0.3607","0.0028"
"7.4200","0.3678","0.0028"
"7.5600","0.3747","0.0030"
"7.7000","0.3819","0.0030"
"7.8400","0.3889","0.0029"
"7.9800","0.3957","0.0030"
"8.1200","0.4028","0.0033"
"8.2600","0.4098","0.0033"
"8.4000","0.4169","0.0034"
"8.5400","0.4238","0.0035"
"8.6800","0.4306","0.0035"
"8.8200","0.4378","0.0035"
"8.9600","0.4448","0.0038"
"9.1000","0.4519","0.0040"
"9.2400","0.4589","0.0037"
"9.3800","0.4657","0.0040"
"9.5200","0.4728","0.0039"
"9.6600","0.4798","0.0041"
"9.8000","0.4867","0.0042"
"9.9400","0.4938","0.0042"
"10.0800","0.5007","0.0045"
"10.2200","0.5079","0.0044"
"10.3600","0.5148","0.0047"
"10.5000","0.5217","0.0048"
"10.6400","0.5288","0.0048"
"10.7800","0.5358","0.0050"
"10.9200","0.5428","0.0051"
"11.0600","0.5498","0.0052"
"11.2000","0.5567","0.0052"
"11.3400","0.5638","0.0052"
"11.4800","0.5709","0.0055"
"11.6200","0.5779","0.0058"
"11.7600","0.5849","0.0056"
"11.9000","0.5917","0.0058"
"12.0400","0.5988","0.0059"
"12.1800","0.6058","0.0059"
"12.3200","0.6128","0.0062"
"12.4600","0.6198","0.0061"
"12.6000","0.6267","0.0065"
"12.7400","0.6339","0.0065"
"12.8800","0.6408","0.0065"
"13.0200","0.6477","0.0066"
"13.1600","0.6548","0.0067"
"13.3000","0.6618","0.0067"
"13.4400","0.6689","0.0068"
"13.5800","0.6758","0.0071"
"13.7200","0.6826","0.0069"
"13.8600","0.6898","0.0071"
"14.0000","0.6968","0.0071"
"14.1400","0.7039","0.0072"
"14.2800","0.7109","0.0075"
"14.4200","0.7177","0.0076"
"14.5600","0.7247","0.0076"
"14.7000","0.7317","0.0077"
"14.8400","0.7388","0.0078"
"14.9800","0.7459","0.0079"
"15.1200","0.7528","0.0080"
"15.2600","0.7598","0.0080"
"15.4000","0.7669","0.0080"
"15.5400","0.7737","0.0082"
"15.6800","0.7808","0.0084"
"15.8200","0.7877","0.0083"
"15.9600","0.7949","0.0086"
"16.1000","0.8019","0.0084"
"16.2400","0.8086","0.0085"
"16.3800","0.8158","0.0086"
"16.5200","0.8228","0.0087"
"16.6600","0.8299","0.0087"
"16.8000","0.8369","0.0088"
"16.9400","0.8436","0.0089"
"17.0800","0.8507","0.0091"
"17.2200","0.8578","0.0091"
"17.3600","0.8649","0.0091"
"17.5000","0.8719","0.0093"
"17.6400","0.8787","0.0092"
"17.7800","0.8858","0.0095"
"17.9200","0.8928","0.0097"
"18.0600","0.8998","0.0096"
"18.2000","0.9068","0.0098"
"18.3400","0.9137","0.0097"
"18.4800","0.9209","0.0099"
"18.6200","0.9279","0.0100"
"18.7600","0.9347","0.0100"
"18.9000","0.9418","0.0102"
