Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"70% AP and 30% PDMS","Team2_Walker_Hill_Vu",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"4/5/2019","28.51","18.86","Circular","43.49","43.49","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.1400","0.0021","0.0000"
"0.2800","0.0102","0.0000"
"0.4200","0.0174","0.0001"
"0.5600","0.0243","0.0002"
"0.7000","0.0314","0.0002"
"0.8400","0.0384","0.0002"
"0.9800","0.0453","0.0001"
"1.1200","0.0524","0.0003"
"1.2600","0.0593","0.0004"
"1.4000","0.0664","0.0004"
"1.5400","0.0735","0.0006"
"1.6800","0.0802","0.0006"
"1.8200","0.0874","0.0005"
"1.9600","0.0944","0.0009"
"2.1000","0.1015","0.0007"
"2.2400","0.1085","0.0008"
"2.3800","0.1152","0.0011"
"2.5200","0.1223","0.0009"
"2.6600","0.1294","0.0012"
"2.8000","0.1365","0.0011"
"2.9400","0.1435","0.0015"
"3.0800","0.1503","0.0016"
"3.2200","0.1574","0.0018"
"3.3600","0.1644","0.0019"
"3.5000","0.1714","0.0021"
"3.6400","0.1784","0.0021"
"3.7800","0.1853","0.0023"
"3.9200","0.1925","0.0026"
"4.0600","0.1994","0.0029"
"4.2000","0.2063","0.0029"
"4.3400","0.2134","0.0032"
"4.4800","0.2204","0.0036"
"4.6200","0.2275","0.0037"
"4.7600","0.2345","0.0041"
"4.9000","0.2412","0.0042"
"5.0400","0.2483","0.0047"
"5.1800","0.2554","0.0048"
"5.3200","0.2625","0.0051"
"5.4600","0.2695","0.0055"
"5.6000","0.2763","0.0059"
"5.7400","0.2834","0.0060"
"5.8800","0.2904","0.0065"
"6.0200","0.2974","0.0067"
"6.1600","0.3044","0.0072"
"6.3000","0.3113","0.0074"
"6.4400","0.3184","0.0074"
"6.5800","0.3255","0.0080"
"6.7200","0.3324","0.0083"
"6.8600","0.3394","0.0087"
"7.0000","0.3463","0.0090"
"7.1400","0.3535","0.0094"
"7.2800","0.3604","0.0099"
"7.4200","0.3673","0.0104"
"7.5600","0.3744","0.0106"
"7.7000","0.3813","0.0109"
"7.8400","0.3885","0.0114"
"7.9800","0.3955","0.0119"
"8.1200","0.4023","0.0121"
"8.2600","0.4094","0.0124"
"8.4000","0.4164","0.0129"
"8.5400","0.4234","0.0133"
"8.6800","0.4304","0.0136"
"8.8200","0.4373","0.0140"
"8.9600","0.4445","0.0145"
"9.1000","0.4515","0.0151"
"9.2400","0.4584","0.0154"
"9.3800","0.4654","0.0157"
"9.5200","0.4724","0.0160"
"9.6600","0.4794","0.0167"
"9.8000","0.4865","0.0169"
"9.9400","0.4932","0.0173"
"10.0800","0.5004","0.0177"
"10.2200","0.5074","0.0181"
"10.3600","0.5145","0.0187"
"10.5000","0.5214","0.0189"
"10.6400","0.5282","0.0193"
"10.7800","0.5354","0.0198"
"10.9200","0.5424","0.0206"
"11.0600","0.5494","0.0208"
