Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"bisug/al 80% PDMS 20%","me",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"6/27/2019","61.04","18.77","Circular","44.58","44.58","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0001"
"0.1400","0.0020","0.0000"
"0.2800","0.0104","0.0004"
"0.4200","0.0175","0.0006"
"0.5600","0.0244","0.0006"
"0.7000","0.0315","0.0008"
"0.8400","0.0386","0.0007"
"0.9800","0.0456","0.0009"
"1.1200","0.0526","0.0009"
"1.2600","0.0594","0.0010"
"1.4000","0.0665","0.0008"
"1.5400","0.0735","0.0009"
"1.6800","0.0805","0.0010"
"1.8200","0.0876","0.0013"
"1.9600","0.0944","0.0012"
"2.1000","0.1016","0.0013"
"2.2400","0.1086","0.0013"
"2.3800","0.1155","0.0014"
"2.5200","0.1225","0.0017"
"2.6600","0.1295","0.0014"
"2.8000","0.1366","0.0016"
"2.9400","0.1436","0.0013"
"3.0800","0.1503","0.0013"
"3.2200","0.1576","0.0015"
"3.3600","0.1645","0.0015"
"3.5000","0.1716","0.0017"
"3.6400","0.1786","0.0017"
"3.7800","0.1854","0.0019"
"3.9200","0.1925","0.0019"
"4.0600","0.1995","0.0021"
"4.2000","0.2065","0.0020"
"4.3400","0.2136","0.0022"
"4.4800","0.2204","0.0022"
"4.6200","0.2276","0.0021"
"4.7600","0.2345","0.0022"
"4.9000","0.2415","0.0021"
"5.0400","0.2485","0.0022"
"5.1800","0.2554","0.0022"
"5.3200","0.2626","0.0025"
"5.4600","0.2696","0.0026"
"5.6000","0.2765","0.0026"
"5.7400","0.2835","0.0031"
"5.8800","0.2905","0.0029"
"6.0200","0.2976","0.0031"
"6.1600","0.3046","0.0030"
"6.3000","0.3114","0.0032"
"6.4400","0.3184","0.0032"
"6.5800","0.3255","0.0034"
"6.7200","0.3325","0.0034"
"6.8600","0.3396","0.0037"
"7.0000","0.3464","0.0036"
"7.1400","0.3535","0.0037"
"7.2800","0.3605","0.0037"
"7.4200","0.3675","0.0037"
"7.5600","0.3746","0.0040"
"7.7000","0.3814","0.0042"
"7.8400","0.3886","0.0042"
"7.9800","0.3956","0.0044"
"8.1200","0.4024","0.0046"
"8.2600","0.4096","0.0051"
"8.4000","0.4165","0.0056"
"8.5400","0.4236","0.0063"
"8.6800","0.4306","0.0065"
"8.8200","0.4373","0.0068"
"8.9600","0.4446","0.0071"
"9.1000","0.4515","0.0080"
"9.2400","0.4586","0.0083"
"9.3800","0.4656","0.0087"
"9.5200","0.4724","0.0091"
"9.6600","0.4795","0.0096"
"9.8000","0.4865","0.0100"
"9.9400","0.4935","0.0106"
"10.0800","0.5006","0.0112"
"10.2200","0.5075","0.0113"
"10.3600","0.5145","0.0120"
"10.5000","0.5216","0.0127"
"10.6400","0.5285","0.0129"
"10.7800","0.5355","0.0137"
"10.9200","0.5425","0.0142"
"11.0600","0.5496","0.0147"
"11.2000","0.5566","0.0153"
"11.3400","0.5634","0.0160"
"11.4800","0.5705","0.0165"
"11.6200","0.5775","0.0172"
"11.7600","0.5846","0.0178"
"11.9000","0.5916","0.0185"
"12.0400","0.5984","0.0193"
"12.1800","0.6055","0.0199"
"12.3200","0.6125","0.0208"
"12.4600","0.6195","0.0215"
"12.6000","0.6266","0.0224"
"12.7400","0.6334","0.0228"
"12.8800","0.6405","0.0234"
"13.0200","0.6475","0.0237"
"13.1600","0.6545","0.0245"
"13.3000","0.6616","0.0249"
"13.4400","0.6684","0.0253"
"13.5800","0.6756","0.0259"
"13.7200","0.6825","0.0261"
"13.8600","0.6894","0.0265"
"14.0000","0.6966","0.0279"
"14.1400","0.7035","0.0289"
"14.2800","0.7106","0.0300"
"14.4200","0.7176","0.0311"
"14.5600","0.7244","0.0318"
"14.7000","0.7314","0.0325"
"14.8400","0.7385","0.0333"
"14.9800","0.7456","0.0341"
"15.1200","0.7526","0.0355"
"15.2600","0.7594","0.0366"
"15.4000","0.7665","0.0379"
"15.5400","0.7736","0.0391"
"15.6800","0.7805","0.0406"
"15.8200","0.7876","0.0416"
"15.9600","0.7944","0.0420"
"16.1000","0.8015","0.0423"
"16.2400","0.8086","0.0428"
"16.3800","0.8154","0.0427"
"16.5200","0.8225","0.0428"
"16.6600","0.8295","0.0423"
"16.8000","0.8366","0.0422"
"16.9400","0.8436","0.0421"
"17.0800","0.8504","0.0422"
"17.2200","0.8575","0.0423"
"17.3600","0.8645","0.0426"
"17.5000","0.8716","0.0429"
"17.6400","0.8786","0.0428"
"17.7800","0.8854","0.0427"
"17.9200","0.8926","0.0426"
"18.0600","0.8995","0.0426"
"18.2000","0.9066","0.0425"
"18.3400","0.9136","0.0422"
"18.4800","0.9204","0.0426"
"18.6200","0.9276","0.0428"
"18.7600","0.9345","0.0428"
"18.9000","0.9415","0.0422"
"19.0400","0.9485","0.0422"
"19.1800","0.9555","0.0422"
"19.3200","0.9626","0.0425"
"19.4600","0.9696","0.0426"
"19.6000","0.9764","0.0427"
"19.7400","0.9835","0.0427"
"19.8800","0.9905","0.0426"
"20.0200","0.9976","0.0426"
"20.1600","1.0046","0.0425"
"20.3000","1.0114","0.0427"
"20.4400","1.0185","0.0427"
"20.5800","1.0256","0.0428"
"20.7200","1.0326","0.0428"
"20.8600","1.0396","0.0429"
"21.0000","1.0464","0.0427"
"21.1400","1.0536","0.0426"
"21.2800","1.0606","0.0426"
"21.4200","1.0676","0.0428"
"21.5600","1.0746","0.0432"
"21.7000","1.0814","0.0434"
"21.8400","1.0886","0.0435"
"21.9800","1.0956","0.0433"
"22.1200","1.1024","0.0429"
"22.2600","1.1095","0.0430"
"22.4000","1.1164","0.0431"
"22.5400","1.1236","0.0433"
"22.6800","1.1306","0.0439"
