Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"70/30 Bimodal Sugar","Jake Laing
Stuart Beveridge
Xiaochuan Fang",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"4/5/2019","25.19","18.80","Circular","44.74","44.74","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0001"
"0.1400","0.0022","0.0001"
"0.2800","0.0100","0.0000"
"0.4200","0.0173","0.0001"
"0.5600","0.0241","0.0001"
"0.7000","0.0312","0.0000"
"0.8400","0.0382","0.0000"
"0.9800","0.0451","0.0002"
"1.1200","0.0523","0.0003"
"1.2600","0.0592","0.0004"
"1.4000","0.0663","0.0002"
"1.5400","0.0733","0.0004"
"1.6800","0.0802","0.0005"
"1.8200","0.0873","0.0004"
"1.9600","0.0942","0.0005"
"2.1000","0.1012","0.0008"
"2.2400","0.1083","0.0005"
"2.3800","0.1151","0.0007"
"2.5200","0.1223","0.0008"
"2.6600","0.1292","0.0008"
"2.8000","0.1362","0.0008"
"2.9400","0.1433","0.0009"
"3.0800","0.1501","0.0011"
"3.2200","0.1573","0.0010"
"3.3600","0.1642","0.0011"
"3.5000","0.1712","0.0011"
"3.6400","0.1783","0.0014"
"3.7800","0.1852","0.0013"
"3.9200","0.1923","0.0015"
"4.0600","0.1992","0.0017"
"4.2000","0.2062","0.0018"
"4.3400","0.2132","0.0019"
"4.4800","0.2202","0.0019"
"4.6200","0.2273","0.0021"
"4.7600","0.2343","0.0024"
"4.9000","0.2411","0.0025"
"5.0400","0.2482","0.0027"
"5.1800","0.2552","0.0027"
"5.3200","0.2623","0.0029"
"5.4600","0.2693","0.0031"
"5.6000","0.2761","0.0032"
"5.7400","0.2832","0.0034"
"5.8800","0.2902","0.0035"
"6.0200","0.2972","0.0036"
"6.1600","0.3043","0.0039"
"6.3000","0.3111","0.0041"
"6.4400","0.3182","0.0042"
"6.5800","0.3252","0.0046"
"6.7200","0.3322","0.0048"
"6.8600","0.3393","0.0053"
"7.0000","0.3461","0.0057"
"7.1400","0.3533","0.0060"
"7.2800","0.3603","0.0064"
"7.4200","0.3672","0.0069"
"7.5600","0.3742","0.0075"
"7.7000","0.3812","0.0078"
"7.8400","0.3884","0.0083"
"7.9800","0.3953","0.0091"
"8.1200","0.4021","0.0096"
"8.2600","0.4092","0.0099"
"8.4000","0.4163","0.0105"
"8.5400","0.4233","0.0111"
"8.6800","0.4303","0.0120"
"8.8200","0.4371","0.0124"
"8.9600","0.4442","0.0129"
"9.1000","0.4512","0.0138"
"9.2400","0.4582","0.0144"
"9.3800","0.4652","0.0149"
"9.5200","0.4721","0.0157"
"9.6600","0.4792","0.0162"
"9.8000","0.4863","0.0168"
"9.9400","0.4931","0.0176"
"10.0800","0.5002","0.0185"
"10.2200","0.5072","0.0192"
"10.3600","0.5143","0.0197"
"10.5000","0.5213","0.0205"
"10.6400","0.5280","0.0214"
"10.7800","0.5353","0.0221"
"10.9200","0.5422","0.0227"
"11.0600","0.5493","0.0235"
"11.2000","0.5563","0.0242"
"11.3400","0.5631","0.0251"
"11.4800","0.5702","0.0256"
"11.6200","0.5772","0.0265"
"11.7600","0.5842","0.0274"
