Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"60% AP and 40% PDMS","Connor Andre, Eddie Dean, Christopher Nickles",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"4/17/2019","29.34","18.75","Circular","43.50","43.50","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0002"
"0.1400","0.0020","0.0001"
"0.2800","0.0098","0.0017"
"0.4200","0.0171","0.0026"
"0.5600","0.0239","0.0036"
"0.7000","0.0310","0.0044"
"0.8400","0.0381","0.0054"
"0.9800","0.0449","0.0062"
"1.1200","0.0521","0.0068"
"1.2600","0.0590","0.0077"
"1.4000","0.0661","0.0082"
"1.5400","0.0731","0.0093"
"1.6800","0.0799","0.0097"
"1.8200","0.0871","0.0108"
"1.9600","0.0940","0.0114"
"2.1000","0.1011","0.0122"
"2.2400","0.1081","0.0127"
"2.3800","0.1149","0.0136"
"2.5200","0.1220","0.0144"
"2.6600","0.1291","0.0152"
"2.8000","0.1361","0.0159"
"2.9400","0.1431","0.0166"
"3.0800","0.1500","0.0172"
"3.2200","0.1571","0.0182"
"3.3600","0.1641","0.0188"
"3.5000","0.1710","0.0197"
"3.6400","0.1781","0.0204"
"3.7800","0.1850","0.0213"
"3.9200","0.1921","0.0219"
"4.0600","0.1991","0.0228"
"4.2000","0.2059","0.0234"
"4.3400","0.2130","0.0243"
"4.4800","0.2200","0.0253"
"4.6200","0.2271","0.0261"
"4.7600","0.2341","0.0268"
"4.9000","0.2410","0.0277"
"5.0400","0.2480","0.0285"
"5.1800","0.2550","0.0293"
"5.3200","0.2621","0.0302"
"5.4600","0.2691","0.0310"
"5.6000","0.2759","0.0318"
"5.7400","0.2831","0.0327"
"5.8800","0.2901","0.0335"
"6.0200","0.2970","0.0345"
"6.1600","0.3042","0.0354"
"6.3000","0.3110","0.0361"
"6.4400","0.3182","0.0371"
"6.5800","0.3251","0.0379"
"6.7200","0.3319","0.0387"
"6.8600","0.3390","0.0396"
"7.0000","0.3460","0.0404"
"7.1400","0.3532","0.0414"
"7.2800","0.3602","0.0424"
"7.4200","0.3669","0.0433"
"7.5600","0.3740","0.0442"
"7.7000","0.3810","0.0451"
"7.8400","0.3882","0.0462"
"7.9800","0.3951","0.0469"
"8.1200","0.4019","0.0476"
"8.2600","0.4090","0.0486"
"8.4000","0.4161","0.0495"
"8.5400","0.4231","0.0505"
"8.6800","0.4301","0.0513"
"8.8200","0.4370","0.0523"
"8.9600","0.4441","0.0533"
"9.1000","0.4511","0.0543"
"9.2400","0.4580","0.0553"
"9.3800","0.4651","0.0561"
"9.5200","0.4720","0.0570"
"9.6600","0.4792","0.0580"
"9.8000","0.4862","0.0590"
"9.9400","0.4930","0.0599"
"10.0800","0.5000","0.0609"
"10.2200","0.5070","0.0621"
"10.3600","0.5141","0.0630"
"10.5000","0.5211","0.0639"
"10.6400","0.5279","0.0648"
"10.7800","0.5351","0.0658"
"10.9200","0.5421","0.0667"
"11.0600","0.5491","0.0678"
"11.2000","0.5561","0.0688"
"11.3400","0.5629","0.0696"
"11.4800","0.5701","0.0708"
"11.6200","0.5771","0.0715"
"11.7600","0.5840","0.0726"
"11.9000","0.5911","0.0736"
"12.0400","0.5980","0.0745"
"12.1800","0.6051","0.0756"
"12.3200","0.6121","0.0767"
"12.4600","0.6190","0.0775"
"12.6000","0.6260","0.0786"
"12.7400","0.6330","0.0798"
"12.8800","0.6401","0.0808"
"13.0200","0.6471","0.0816"
"13.1600","0.6540","0.0830"
"13.3000","0.6611","0.0837"
"13.4400","0.6681","0.0847"
"13.5800","0.6751","0.0858"
"13.7200","0.6820","0.0870"
"13.8600","0.6889","0.0881"
"14.0000","0.6961","0.0892"
"14.1400","0.7031","0.0900"
"14.2800","0.7100","0.0911"
"14.4200","0.7171","0.0920"
"14.5600","0.7240","0.0930"
"14.7000","0.7311","0.0943"
"14.8400","0.7381","0.0951"
"14.9800","0.7449","0.0961"
"15.1200","0.7521","0.0971"
"15.2600","0.7590","0.0984"
"15.4000","0.7661","0.0994"
"15.5400","0.7731","0.1006"
"15.6800","0.7800","0.1014"
"15.8200","0.7871","0.1023"
"15.9600","0.7941","0.1037"
"16.1000","0.8012","0.1047"
"16.2400","0.8081","0.1056"
"16.3800","0.8149","0.1067"
"16.5200","0.8221","0.1078"
"16.6600","0.8290","0.1090"
"16.8000","0.8361","0.1098"
"16.9400","0.8432","0.1109"
"17.0800","0.8500","0.1121"
"17.2200","0.8571","0.1130"
"17.3600","0.8640","0.1140"
"17.5000","0.8710","0.1151"
"17.6400","0.8780","0.1163"
"17.7800","0.8850","0.1175"
"17.9200","0.8921","0.1183"
"18.0600","0.8991","0.1193"
"18.2000","0.9060","0.1202"
"18.3400","0.9130","0.1216"
"18.4800","0.9200","0.1226"
"18.6200","0.9272","0.1236"
"18.7600","0.9341","0.1248"
"18.9000","0.9409","0.1256"
"19.0400","0.9481","0.1271"
"19.1800","0.9551","0.1280"
"19.3200","0.9621","0.1289"
"19.4600","0.9692","0.1300"
"19.6000","0.9759","0.1309"
"19.7400","0.9830","0.1321"
