Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"","",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"4/3/2019","12.78","18.85","Circular","39.63","39.63","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0003"
"0.1400","0.0020","0.0001"
"0.2800","0.0097","0.0001"
"0.4200","0.0171","0.0006"
"0.5600","0.0239","0.0005"
"0.7000","0.0310","0.0007"
"0.8400","0.0380","0.0009"
"0.9800","0.0448","0.0009"
"1.1200","0.0520","0.0011"
"1.2600","0.0590","0.0010"
"1.4000","0.0661","0.0013"
"1.5400","0.0731","0.0014"
"1.6800","0.0799","0.0013"
"1.8200","0.0870","0.0016"
"1.9600","0.0940","0.0014"
"2.1000","0.1010","0.0016"
"2.2400","0.1081","0.0018"
"2.3800","0.1149","0.0017"
"2.5200","0.1220","0.0020"
"2.6600","0.1291","0.0018"
"2.8000","0.1360","0.0020"
"2.9400","0.1431","0.0022"
"3.0800","0.1500","0.0022"
"3.2200","0.1571","0.0026"
"3.3600","0.1641","0.0026"
"3.5000","0.1709","0.0025"
"3.6400","0.1780","0.0026"
"3.7800","0.1850","0.0027"
"3.9200","0.1921","0.0031"
"4.0600","0.1991","0.0030"
"4.2000","0.2060","0.0030"
"4.3400","0.2130","0.0034"
"4.4800","0.2200","0.0035"
"4.6200","0.2270","0.0036"
"4.7600","0.2342","0.0039"
"4.9000","0.2409","0.0038"
"5.0400","0.2480","0.0039"
"5.1800","0.2550","0.0040"
"5.3200","0.2620","0.0044"
"5.4600","0.2692","0.0045"
"5.6000","0.2760","0.0046"
"5.7400","0.2831","0.0049"
"5.8800","0.2900","0.0047"
"6.0200","0.2969","0.0046"
"6.1600","0.3041","0.0052"
"6.3000","0.3110","0.0054"
"6.4400","0.3182","0.0054"
"6.5800","0.3251","0.0053"
"6.7200","0.3319","0.0057"
"6.8600","0.3390","0.0057"
"7.0000","0.3460","0.0062"
"7.1400","0.3531","0.0060"
"7.2800","0.3601","0.0063"
"7.4200","0.3669","0.0065"
"7.5600","0.3739","0.0066"
"7.7000","0.3810","0.0066"
"7.8400","0.3880","0.0069"
"7.9800","0.3951","0.0071"
"8.1200","0.4019","0.0071"
"8.2600","0.4090","0.0074"
"8.4000","0.4161","0.0076"
"8.5400","0.4230","0.0079"
"8.6800","0.4301","0.0081"
"8.8200","0.4369","0.0081"
"8.9600","0.4441","0.0083"
"9.1000","0.4511","0.0084"
"9.2400","0.4580","0.0086"
"9.3800","0.4650","0.0087"
"9.5200","0.4720","0.0090"
"9.6600","0.4791","0.0091"
"9.8000","0.4861","0.0092"
"9.9400","0.4929","0.0096"
"10.0800","0.5000","0.0096"
"10.2200","0.5071","0.0098"
"10.3600","0.5141","0.0101"
"10.5000","0.5211","0.0102"
"10.6400","0.5278","0.0106"
"10.7800","0.5350","0.0106"
"10.9200","0.5420","0.0109"
"11.0600","0.5490","0.0114"
"11.2000","0.5561","0.0113"
"11.3400","0.5630","0.0114"
"11.4800","0.5701","0.0118"
