Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"","",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
"1","11/17/2020","21.13","20.00","Circular","50.00","50.00","10.00"


Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0049"
"0.1400","0.0108","0.0062"
"0.2800","0.0367","0.0086"
"0.4200","0.0602","0.0109"
"0.5600","0.0835","0.0136"
"0.7000","0.1069","0.0164"
"0.8400","0.1302","0.0193"
"0.9800","0.1535","0.0223"
"1.1200","0.1768","0.0249"
"1.2600","0.2002","0.0280"
"1.4000","0.2235","0.0308"
"1.5400","0.2469","0.0327"
"1.6800","0.2701","0.0345"
"1.8200","0.2935","0.0368"
"1.9600","0.3168","0.0376"
"2.1000","0.3401","0.0378"
"2.2400","0.3635","0.0377"
"2.3800","0.3868","0.0379"
"2.5200","0.4101","0.0378"
"2.6600","0.4335","0.0378"
"2.8000","0.4567","0.0379"
"2.9400","0.4802","0.0378"
"3.0800","0.5035","0.0379"
"3.2200","0.5268","0.0383"
"3.3600","0.5502","0.0384"
"3.5000","0.5734","0.0384"
"3.6400","0.5968","0.0387"
"3.7800","0.6202","0.0386"
"3.9200","0.6435","0.0386"
"4.0600","0.6669","0.0398"
"4.2000","0.6901","0.0418"
"4.3400","0.7135","0.0450"
"4.4800","0.7369","0.0478"
"4.6200","0.7602","0.0514"
"4.7600","0.7836","0.0554"
"4.9000","0.8068","0.0592"
"5.0400","0.8302","0.0629"
"5.1800","0.8535","0.0666"
"5.3200","0.8768","0.0700"
"5.4600","0.9002","0.0733"
"5.6000","0.9235","0.0766"
"5.7400","0.9468","0.0799"
"5.8800","0.9703","0.0831"
"6.0200","0.9934","0.0863"
"6.1600","1.0169","0.0893"
"6.3000","1.0402","0.0923"
"6.4400","1.0635","0.0953"
"6.5800","1.0869","0.0982"
"6.7200","1.1101","0.1012"
"6.8600","1.1335","0.1042"
"7.0000","1.1568","0.1072"
"7.1400","1.1801","0.1102"
"7.2800","1.2035","0.1132"
"7.4200","1.2268","0.1162"
"7.5600","1.2502","0.1192"
"7.7000","1.2735","0.1221"
"7.8400","1.2967","0.1250"
"7.9800","1.3202","0.1279"
"8.1200","1.3435","0.1306"
"8.2600","1.3668","0.1333"
"8.4000","1.3902","0.1360"
"8.5400","1.4135","0.1386"
"8.6800","1.4368","0.1412"
"8.8200","1.4602","0.1436"
"8.9600","1.4835","0.1461"
"9.1000","1.5069","0.1486"
"9.2400","1.5301","0.1509"
"9.3800","1.5535","0.1533"
"9.5200","1.5769","0.1558"
"9.6600","1.6001","0.1582"
"9.8000","1.6235","0.1609"
"9.9400","1.6469","0.1634"
"10.0800","1.6701","0.1658"
"10.2200","1.6935","0.1684"
"10.3600","1.7168","0.1707"
"10.5000","1.7402","0.1731"
"10.6400","1.7635","0.1754"
"10.7800","1.7868","0.1777"
"10.9200","1.8102","0.1800"
"11.0600","1.8335","0.1820"
"11.2000","1.8568","0.1843"
"11.3400","1.8802","0.1864"
"11.4800","1.9034","0.1885"
