Sample notes : Sample description,Sample notes : Sample note 1,Specimen notes : Specimen note 1
"70% particulate, 30% PDMS","Bryce Ziemer, Sam Cullen, Emily Danko",""

Results Table 1
,Start date,Modulus (Automatic Young's),Diameter,Geometry,Height,Compressive strain (Displacement) gauge length,Rate 1
,,(MPa),(mm),,(mm),(mm),(mm/min)
1,"4/15/2019","25.47","18.80","Circular","45.50","45.50","3.00"

Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0038"
"0.1400","0.0020","-0.0035"
"0.2800","0.0095","-0.0011"
"0.4200","0.0168","0.0009"
"0.5600","0.0239","0.0030"
"0.7000","0.0308","0.0043"
"0.8400","0.0380","0.0060"
"0.9800","0.0450","0.0075"
"1.1200","0.0519","0.0089"
"1.2600","0.0589","0.0103"
"1.4000","0.0659","0.0116"
"1.5400","0.0730","0.0128"
"1.6800","0.0800","0.0143"
"1.8200","0.0868","0.0155"
"1.9600","0.0939","0.0168"
"2.1000","0.1009","0.0178"
"2.2400","0.1080","0.0191"
"2.3800","0.1150","0.0203"
"2.5200","0.1218","0.0212"
"2.6600","0.1288","0.0223"
"2.8000","0.1359","0.0237"
"2.9400","0.1429","0.0246"
"3.0800","0.1500","0.0255"
"3.2200","0.1568","0.0264"
"3.3600","0.1639","0.0275"
"3.5000","0.1709","0.0284"
"3.6400","0.1779","0.0295"
"3.7800","0.1851","0.0301"
"3.9200","0.1918","0.0312"
"4.0600","0.1988","0.0319"
"4.2000","0.2059","0.0332"
"4.3400","0.2129","0.0338"
"4.4800","0.2200","0.0349"
"4.6200","0.2268","0.0355"
"4.7600","0.2340","0.0364"
"4.9000","0.2410","0.0373"
"5.0400","0.2478","0.0386"
"5.1800","0.2549","0.0392"
"5.3200","0.2618","0.0402"
"5.4600","0.2690","0.0411"
"5.6000","0.2760","0.0418"
"5.7400","0.2828","0.0427"
"5.8800","0.2899","0.0435"
"6.0200","0.2969","0.0445"
"6.1600","0.3039","0.0455"
"6.3000","0.3109","0.0464"
"6.4400","0.3178","0.0473"
"6.5800","0.3249","0.0483"
"6.7200","0.3319","0.0490"
"6.8600","0.3389","0.0500"
"7.0000","0.3459","0.0509"
"7.1400","0.3529","0.0517"
"7.2800","0.3600","0.0528"
"7.4200","0.3670","0.0534"
"7.5600","0.3737","0.0542"
"7.7000","0.3809","0.0554"
"7.8400","0.3879","0.0561"
"7.9800","0.3950","0.0574"
"8.1200","0.4020","0.0581"
"8.2600","0.4087","0.0592"
"8.4000","0.4159","0.0596"
